fid,field_1,Unnamed: 0,약국명_y,주소_y,전화번호,좌표정보(X),좌표정보(Y),월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영,CLUSTER_ID,CLUSTER_SIZE,ringId,distance,fid_2,gid,lbl,val,layer,path
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31194",나라72ab48ba,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31195",나라72ab48bb,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31196",나라72ab49aa,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31197",나라72ab49ab,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31198",나라72ab49ba,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31316",나라72ba48ab,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31317",나라72ba48ba,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31318",나라72ba48bb,"30.00",30,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31319",나라72ba49aa,"13.00",13,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31320",나라72ba49ab,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31321",나라72ba49ba,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31322",나라72ba49bb,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31436",나라72bb48aa,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31437",나라72bb48ab,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31438",나라72bb48ba,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31439",나라72bb48bb,N/A,0,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31440",나라72bb49aa,"17.00",17,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31441",나라72bb49ab,"7.00",7,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31442",나라72bb49ba,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31443",나라72bb49bb,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31444",나라72bb50aa,"10.00",10,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31565",나라73aa48aa,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31566",나라73aa48ab,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31567",나라73aa48ba,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31568",나라73aa48bb,N/A,0,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31569",나라73aa49aa,"26.00",26,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31570",나라73aa49ab,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31571",나라73aa49ba,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31572",나라73aa49bb,N/A,0,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31573",나라73aa50aa,"11.00",11,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31691",나라73ab48aa,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31692",나라73ab48ab,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31693",나라73ab48ba,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31694",나라73ab48bb,N/A,0,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31695",나라73ab49aa,"15.00",15,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31696",나라73ab49ab,N/A,0,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31697",나라73ab49ba,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31698",나라73ab49bb,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31699",나라73ab50aa,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31826",나라73ba48bb,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31827",나라73ba49aa,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"4","67","67",구영약국,전라남도 신안군 암태면 중부로 1820-4,061-271-4287,126.1145745,34.8289262,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~13:00,"-","-","2","1","1",1000,"31828",나라73ba49ab,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/yttn0/Desktop/drug/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
