fid,경로당명,주소,Latitude,Longitude,연락처,ringId,distance,NUMPOINTS
"1",대성,전라남도 함평군 함평읍 남일길 91-4,35.0669431,126.512093,061-324-7766,"1",1000.000000,0
"2",함평리,전라남도 함평군 함평읍 한재골길 57,35.0652328,126.5116252,,"1",1000.000000,0
"3",누각옥천,전라남도 함평군 함평읍 중앙길 187-20,35.0644212,126.5172506,061-322-2069,"1",1000.000000,0
"4",기각2리,전라남도 함평군 함평읍 시장길 105,35.0644898,126.5229466,061-324-4025,"1",1000.000000,0
"5",기산,전라남도 함평군 함평읍 사장길 53,35.0685646,126.5196062,061-324-4541,"1",1000.000000,0
"6",기각4리,전라남도 함평군 함평읍 기산길 38,35.0666761,126.5175234,061-324-2333,"1",1000.000000,0
"7",기각5리,전라남도 함평군 함평읍 중앙길 140-18,35.0658025,126.520236,,"1",1000.000000,0
"8",서부,전라남도 함평군 함평읍 광남길 38-30,35.0628848,126.517946,,"1",1000.000000,0
"9",내교2리,전라남도 함평군 함평읍 내대화길 98,35.0624761,126.5145254,061-322-2808,"1",1000.000000,0
"10",내교3리신기,전라남도 함평군 함평읍 내대화길 19,35.0620522,126.5153194,,"1",1000.000000,0
"11",함평,전라남도 함평군 함평읍 들샘길 24-15,35.0605418,126.522565,061-322-2264,"1",1000.000000,0
"12",함평여자,전라남도 함평군 함평읍 들샘길 24-15,35.0605418,126.522565,061-324-2264,"1",1000.000000,0
"13",동부,전라남도 함평군 함평읍 들샘길 52-21,35.0605418,126.522565,,"1",1000.000000,0
"14",외대화,전라남도 함평군 함평읍 외대화길 39,35.0584697,126.5123289,,"1",1000.000000,0
"15",동광아파트,전라남도 함평군 함평읍 내대화길 112-12,35.0617653,126.5149231,,"1",1000.000000,0
"16",주공,전라남도 함평군 함평읍 교광길 13-8,35.0617572,126.517871,061-322-0599,"1",1000.000000,0
"17",라뷔랑,전라남도 함평군 함평읍 내대화길 112-11,35.0617562,126.5157246,061-324-9604,"1",1000.000000,0
"18",수호,전라남도 함평군 함평읍 함장로 1047-9,35.054433,126.5136134,061-324-0186,"1",1000.000000,15
"19",평호,전라남도 함평군 함평읍 평호길 45,35.0540562,126.5093486,,"1",1000.000000,11
"20",대등,전라남도 함평군 함평읍 대등길 52,35.043699,126.5031428,,"1",1000.000000,12
"21",해동,전라남도 함평군 함평읍 해동길 21,35.0464908,126.5070496,061-322-2776,"1",1000.000000,16
"22",송정,전라남도 함평군 함평읍 송정길 37,35.0371448,126.5001128,061-324-4300,"1",1000.000000,6
"23",소등,전라남도 함평군 함평읍 소등길 23,35.0399253,126.4941341,061-324-5050,"1",1000.000000,8
"24",성북,전라남도 함평군 함평읍 성북길 37-11,35.0408944,126.4864019,061-324-0087,"1",1000.000000,12
"25",삼정,전라남도 함평군 함평읍 함장로 671-5,35.0375427,126.4827498,061-324-3824,"1",1000.000000,12
"26",금곡,전라남도 함평군 함평읍 금곡길 33,35.0395362,126.4731049,061-324-7600,"1",1000.000000,8
"27",신풍,전라남도 함평군 함평읍 신풍길 19,35.0358723,126.4779128,061-322-1399,"1",1000.000000,8
"28",노송,전라남도 함평군 함평읍 자풍길 14-3,35.0358829,126.4737373,061-324-0852,"1",1000.000000,8
"29",만흥,전라남도 함평군 함평읍 작동신풍길 180,35.0492134,126.4813831,,"1",1000.000000,6
"30",만년,전라남도 함평군 함평읍 만년길 34-3,35.0470105,126.4860008,,"1",1000.000000,8
"31",초동,전라남도 함평군 함평읍 초동길 110,35.0523067,126.4903346,061-324-1151,"1",1000.000000,8
"32",산음,전라남도 함평군 함평읍 장교길 34,35.0632712,126.49443,,"1",1000.000000,4
"33",칠언,전라남도 함평군 함평읍 장교길 87-14,35.0604805,126.491231,,"1",1000.000000,8
"34",월봉,전라남도 함평군 함평읍 월봉길 77,35.0586417,126.4787443,061-324-0177,"1",1000.000000,5
"35",작동,전라남도 함평군 함평읍 작동신풍길 256-39,35.0557775,126.4835908,,"1",1000.000000,9
"36",자명,전라남도 함평군 함평읍 자명동길 73,35.0664498,126.4769966,061-324-1173,"1",1000.000000,3
"37",흥용,전라남도 함평군 함평읍 돌머리길 174-5,35.0779667,126.4899344,061-324-8886,"1",1000.000000,10
"38",가작,전라남도 함평군 함평읍 가작길 33-1,35.0744446,126.4904675,,"1",1000.000000,6
"39",용산,전라남도 함평군 함평읍 용산길 75-9,35.0771802,126.4839701,061-322-1014,"1",1000.000000,6
"40",옥산,전라남도 함평군 함평읍 옥산길 13-3,35.0826373,126.4835643,,"1",1000.000000,12
"41",가동,전라남도 함평군 함평읍 가동길 13-4,35.0793266,126.4777343,061-322-2266,"1",1000.000000,6
"42",주포,전라남도 함평군 함평읍 주포로 378,35.0953859,126.4630311,,"1",1000.000000,10
"43",덕흥,전라남도 함평군 함평읍 주포로 341,35.0926841,126.4640578,,"1",1000.000000,11
"44",주포한옥마을,전라남도 함평군 함평읍 주포한옥길 67,35.094984,126.463403,,"1",1000.000000,11
"45",석성2리,전라남도 함평군 함평읍 돌머리길 589,35.083535,126.4493585,,"1",1000.000000,6
"46",청학,전라남도 함평군 함평읍 청학동길 11-7,35.0844298,126.4612289,061-322-9985,"1",1000.000000,10
"47",장고산,전라남도 함평군 함평읍 장고산길 20-2,35.1085525,126.4839848,061-323-8284,"1",1000.000000,14
"48",월선,전라남도 함평군 함평읍 월선길 71,35.0967369,126.4747962,,"1",1000.000000,9
"49",구주포,전라남도 함평군 함평읍 주포로 262-1,35.0936851,126.4715138,,"1",1000.000000,13
"50",백년,전라남도 함평군 함평읍 장년길 71,35.0958852,126.4754481,061-322-3814,"1",1000.000000,7
"51",양림,전라남도 함평군 함평읍 양림길 112,35.0891254,126.4995969,061-324-4427,"1",1000.000000,10
"52",대진,전라남도 함평군 함평읍 한나리길 59,35.0976495,126.4904544,,"1",1000.000000,4
"53",고양촌,전라남도 함평군 함평읍 고양촌길 45,35.0818102,126.5016465,061-324-3808,"1",1000.000000,12
"54",대천,전라남도 함평군 함평읍 대천길 37,35.0708333,126.4987796,061-322-0918,"1",1000.000000,16
"55",백곡,전라남도 함평군 함평읍 남일길 219-6,35.0741117,126.5064611,061-322-5515,"1",1000.000000,17
"56",성덕,전라남도 함평군 함평읍 성덕길 41-4,35.0787046,126.4613068,061-323-6600,"1",1000.000000,6
"57",호산,전라남도 함평군 손불면  지호길  2,35.1540774,126.3946664,061-324-0181,"1",1000.000000,5
"58",복학,전라남도 함평군 손불면 복학길  32,35.1687513,126.3814939,,"1",1000.000000,7
"59",금곡,전라남도 함평군 손불면 손불금곡길 32,35.1651282,126.3914506,,"1",1000.000000,5
"60",학산,전라남도 함평군 손불면 학산길  76,35.1526854,126.3906958,,"1",1000.000000,5
"61",해은,전라남도 함평군 손불면 함평항길113-3,35.1608809,126.3783188,061-324-6073,"1",1000.000000,0
"62",양재,전라남도 함평군 손불면 양재길    195,35.1711673,126.4038715,061-324-3005,"1",1000.000000,4
"63",모량,전라남도 함평군 손불면 모량길      38,35.1604384,126.411034,061-324-4126,"1",1000.000000,9
"64",승선,전라남도 함평군 손불면 북성길      97,35.1588662,126.4175541,061-324-5137,"1",1000.000000,9
"65",사기,전라남도 함평군 손불면 북성길 241,35.1693596,126.423029,061-324-4944,"1",1000.000000,4
"66",차경,전라남도 함평군 손불면 차경길   46-9,35.1636431,126.4281366,061-324-4601,"1",1000.000000,4
"67",월천,전라남도 함평군 손불면 월천길 48,35.1402824,126.4192504,061-322-5722,"1",1000.000000,10
"68",신기,전라남도 함평군 손불면 신기길 55,35.1432381,126.43178,061-324-0311,"1",1000.000000,0
"69",안악,전라남도 함평군 손불면 안악길 107-1,35.1377823,126.3926877,061-324-7767,"1",1000.000000,5
"70",서호,전라남도 함평군 손불면 손무로 1058,35.1549492,126.4078648,061-322-4822,"1",1000.000000,9
"71",월산,전라남도 함평군 손불면 손무로 1048,35.1372175,126.4343771,,"1",1000.000000,0
"72",저수,전라남도 함평군 손불면 신동길112-22,35.1455488,126.4141447,061-322-4408,"1",1000.000000,8
"73",늘밭,전라남도 함평군 손불면 늘밭길 70-1,35.1516896,126.4180827,061-322-2290,"1",1000.000000,9
"74",백옥,전라남도 함평군 손불면 백옥길 5,35.1381408,126.4035059,061-324-1487,"1",1000.000000,6
"75",수문,전라남도 함평군 손불면 저전길  4-10,35.1455654,126.4352494,061-322-1604,"1",1000.000000,0
"76",손불,전라남도 함평군 손불면 손무로 771-16,35.1416795,126.4299307,061-322-4666,"1",1000.000000,0
"77",대전여,전라남도 함평군 손불면 손불중앙길 45-9,35.1434587,126.4290241,,"1",1000.000000,0
"78",손불제일,전라남도 함평군 손불면 손무로 780,35.1427885,126.4282261,,"1",1000.000000,0
"79",동암,전라남도 함평군 손불면 동암로 310,35.1452159,126.4636507,061-322-8441,"1",1000.000000,10
"80",동암2리,전라남도 함평군 손불면 봉동길 53,35.1503181,126.468469,061-322-1213,"1",1000.000000,12
"81",죽장1리,전라남도 함평군 손불면 죽암죽장길 349,35.1393283,126.4738408,,"1",1000.000000,10
"82",수철,전라남도 함평군 손불면 죽장길 163,35.1360393,126.4559748,061-324-9779,"1",1000.000000,4
"83",죽림,전라남도 함평군 손불면 죽장길 104,35.1353269,126.4569913,,"1",1000.000000,4
"84",석령,전라남도 함평군 손불면 석령길 40-2,35.1314579,126.4694817,061-322-7041,"1",1000.000000,6
"85",소명,전라남도 함평군 손불면 소명동길 83,35.1312938,126.4840516,,"1",1000.000000,6
"86",궁산1리,전라남도 함평군 손불면 궁산길  14-2,35.0992619,126.46639,061-322-1452,"1",1000.000000,11
"87",중신흥,전라남도 함평군 손불면 중신흥길 39,35.1032932,126.4678568,061-322-8811,"1",1000.000000,2
"88",목교,전라남도 함평군 손불면 목교길   48-3,35.1104489,126.4757966,061-322-2058,"1",1000.000000,10
"89",묘동,전라남도 함평군 손불면 묘동길 23,35.120408,126.4604769,061-322-4195,"1",1000.000000,4
"90",궁산(덕산),전라남도 함평군 손불면 손불덕산길 115,35.1135568,126.466155,,"1",1000.000000,8
"91",석계,전라남도 함평군 손불면 석계길  26-17,35.1105566,126.4286797,061-323-8694,"1",1000.000000,12
"92",해석,전라남도 함평군 손불면 석산로  267,35.1074305,126.4455003,,"1",1000.000000,6
"93",대덕,전라남도 함평군 손불면 석창길  48,35.1119618,126.4282972,061-322-0930,"1",1000.000000,12
"94",대발,전라남도 함평군 손불면 석산로 148-2,35.1041707,126.4580908,061-322-8009,"1",1000.000000,6
"95",산남1리,전라남도 함평군 손불면 감남길 98-3,35.1234325,126.43261,061-322-0002,"1",1000.000000,20
"96",대성,전라남도 함평군 손불면 대성길  21,35.1235357,126.4240236,061-322-9513,"1",1000.000000,20
"97",교촌,전라남도 함평군 손불면 석산로   520,35.1199048,126.4252432,,"1",1000.000000,24
"98",용흥,전라남도 함평군 손불면 손불용흥길 54,35.1374165,126.4421018,,"1",1000.000000,6
"99",기서,전라남도 함평군 손불면 손불용흥길 111,35.1375079,126.4388413,,"1",1000.000000,0
"100",수연,전라남도 함평군 손불면 수연길   20,35.1365431,126.4248801,061-323-8862,"1",1000.000000,0
"101",강석,전라남도 함평군 손불면 산남길 243-13,35.126403,126.4207101,,"1",1000.000000,18
"102",북풍,전라남도 함평군 손불면 북풍길 24,35.1270178,126.4250877,,"1",1000.000000,20
"103",내감,전라남도 함평군 손불면 석산로 598,35.1249728,126.4203866,061-322-4178,"1",1000.000000,18
"104",유록,전라남도 함평군 손불면 유록길 19-6,35.1301503,126.4293522,061-324-0866,"1",1000.000000,19
"105",청등,전라남도 함평군 손불면 산남길 118,35.1320744,126.423751,,"1",1000.000000,10
"106",신평,전라남도 함평군 손불면 손불신평길 81,35.1222092,126.4700164,,"1",1000.000000,6
"107",보여,전라남도 함평군 신광면  보전길 8,35.1838172,126.4587592,061-322-1566,"1",1000.000000,11
"108",기동,전라남도 함평군 신광면  일강로 695,35.1846671,126.4627998,061-322-5412,"1",1000.000000,11
"109",송사1리,전라남도 함평군 신광면  일강로 447-31,35.1759949,126.4483367,061-323-6242,"1",1000.000000,2
"110",삼천동,전라남도 함평군 신광면 일강로358,35.17876,126.463956,061-322-5418,"1",1000.000000,11
"111",냉천,전라남도 함평군 신광면  동산길 18-4,35.173068,126.4772149,061-323-0877,"1",1000.000000,4
"112",삼양동,전라남도 함평군 신광면  군유로 426,35.168896,126.4715871,061-322-9876,"1",1000.000000,11
"113",신여,전라남도 함평군 신광면  군유로 536,35.170763,126.4605073,061-322-5956,"1",1000.000000,9
"114",수정,전라남도 함평군 신광면  수정길 103-8,35.1650233,126.4614277,061-322-7633,"1",1000.000000,9
"115",구봉,전라남도 함평군 신광면  일강로 851-4,35.1885655,126.478733,061-322-5539,"1",1000.000000,14
"116",연화,전라남도 함평군 신광면  함영로 2549,35.1853635,126.4884847,061-323-5556,"1",1000.000000,24
"117",청계,전라남도 함평군 신광면 청계길31-4,35.1823817,126.4793949,061-322-1220,"1",1000.000000,16
"118",원남,전라남도 함평군 신광면  원남길 45,35.1787346,126.5092234,061-322-5163,"1",1000.000000,4
"119",학동,전라남도 함평군 신광면  신광학동길 37-5,35.176579,126.5138872,061-322-1515,"1",1000.000000,6
"120",덕동,전라남도 함평군 신광면  덕동길 39,35.1782997,126.5226569,061-324-0093,"1",1000.000000,4
"121",덕산,전라남도 함평군 신광면  삼덕길 145,35.1653268,126.5153597,061-323-5473,"1",1000.000000,0
"122",덕천,전라남도 함평군 신광면  덕천길 26-10,35.1653087,126.5053179,061-322-3995,"1",1000.000000,14
"123",좌야,전라남도 함평군 신광면  좌야길 13,35.1695731,126.5001566,061-322-2285,"1",1000.000000,18
"124",저동,전라남도 함평군 신광면 숙구길 98,35.1660537,126.4937837,061-322-5980,"1",1000.000000,18
"125",백운2리,전라남도 함평군 신광면 신광중앙길69-3,35.1532167,126.4959485,061-322-5140,"1",1000.000000,19
"126",복치,전라남도 함평군 신광면  복치길 91,35.1587756,126.4809484,061-322-5076,"1",1000.000000,6
"127",괴치,전라남도 함평군 신광면  군유로 253,35.1546357,126.4765631,061-322-5089,"1",1000.000000,9
"128",계월,전라남도 함평군 신광면  계천길 13,35.147161,126.4950317,061-322-1355,"1",1000.000000,18
"129",사동,전라남도 함평군 신광면  사동길 22-3,35.1425188,126.4971856,061-322-5317,"1",1000.000000,7
"130",사천,전라남도 함평군 신광면  사천길 45,35.15013,126.485918,061-322-4019,"1",1000.000000,13
"131",월암1리,전라남도 함평군 신광면  연천길 21,35.1516363,126.5047999,061-323-8612,"1",1000.000000,13
"132",가야,전라남도 함평군 신광면 신광중앙길 87,35.1554954,126.4987547,061-322-5064,"1",1000.000000,19
"133",수인,전라남도 함평군 신광면  신광중앙길 101-3,35.1563597,126.4976917,061-323-5240,"1",1000.000000,19
"134",동백,전라남도 함평군 신광면 동백길 18,35.1320151,126.4937383,061-322-5052,"1",1000.000000,9
"135",호덕,전라남도 함평군 신광면  호덕길 50-4,35.1360223,126.4872161,061-322-7720,"1",1000.000000,7
"136",벽유,전라남도 함평군 신광면  벽류길 97-1,35.1186839,126.4874051,061-322-5261,"1",1000.000000,13
"137",미출,전라남도 함평군 신광면  미출길 13,35.1118149,126.4843171,061-322-5626,"1",1000.000000,15
"138",학천,전라남도 함평군 신광면  학천길 114,35.12207,126.4863069,061-322-4440,"1",1000.000000,8
"139",두동,전라남도 함평군 학교면 두동길 68-1,35.0526736,126.5798196,061-322-6855,"1",1000.000000,8
"140",장동,전라남도 함평군 학교면 학교장동길 2,35.0452979,126.581987,061-322-7969,"1",1000.000000,4
"141",내동,전라남도 함평군 학교면 내동길 46-1,35.0572375,126.5750095,061-322-6941,"1",1000.000000,6
"142",복산,전라남도 함평군 학교면 복산길 952,35.0170907,126.5374333,061-322-5795,"1",1000.000000,0
"143",고막1리,전라남도 함평군 학교면 고막천로 643-16,35.033519,126.5924478,061-323-7603,"1",1000.000000,4
"144",재생,전라남도 함평군 학교면 영산로 3933-25,35.0359999,126.5783318,061-323-6183,"1",1000.000000,2
"145",광진,전라남도 함평군 학교면 고막천로 419-3,35.0186527,126.5836086,061-322-6294,"1",1000.000000,2
"146",석정,전라남도 함평군 학교면 고막천로 141-4,35.0065451,126.5878247,061-323-7167,"1",1000.000000,12
"147",흥용동,전라남도 함평군 학교면 동림흥용길 32-22,35.0086976,126.5826464,061-322-7809,"1",1000.000000,10
"148",동림동,전라남도 함평군 학교면 동림흥용길 59-5,35.007956,126.5795019,061-322-6084,"1",1000.000000,13
"149",건지,전라남도 함평군 학교면 고막천로 125,35.0060409,126.5860948,061-322-6951,"1",1000.000000,12
"150",금송,전라남도 함평군 학교면 고막천로 52,35.0042952,126.5785562,061-323-6751,"1",1000.000000,16
"151",반곡,전라남도 함평군 학교면 중천포로 37-4,35.0034767,126.5626624,061-323-6176,"1",1000.000000,4
"152",금산,전라남도 함평군 학교면 중천포로 467,34.9997526,126.5751941,061-323-6143,"1",1000.000000,12
"153",향동,전라남도 함평군 학교면 중천포로 510-21,34.9951171,126.5751343,061-323-5988,"1",1000.000000,9
"154",방우동,전라남도 함평군 학교면 중천포로 372,35.0063545,126.5687827,061-322-6796,"1",1000.000000,8
"155",배야,전라남도 함평군 학교면 망월동길 18,34.9900516,126.5744576,061-322-6833,"1",1000.000000,7
"156",기동,전라남도 함평군 학교면 중천포로 604-17,34.987074,126.5789668,061-322-7933,"1",1000.000000,5
"157",망월동,전라남도 함평군 학교면 망월동길 53,34.9895186,126.5719083,061-323-6571,"1",1000.000000,7
"158",용호,전라남도 함평군 학교면 월호길 120-1,34.9838424,126.5743352,061-322-7674,"1",1000.000000,5
"159",곡창,전라남도 함평군 학교면 곡창길 33,35.0001143,126.536349,061-322-6634,"1",1000.000000,6
"160",곡창2리,전라남도 함평군 학교면 서당매길 35,35.0055521,126.536721,061-323-7633,"1",1000.000000,13
"161",백학,전라남도 함평군 학교면 큰동네길 88-4,35.0158711,126.5382321,061-322-6244,"1",1000.000000,0
"162",이암,전라남도 함평군 학교면 중천포로 20,35.0101977,126.5364148,,"1",1000.000000,13
"163",영화촌,전라남도 함평군 학교면 영화촌길 9,35.015673,126.5490669,061-323-6644,"1",1000.000000,4
"164",신학,전라남도 함평군 학교면 학다리길 224,35.0125634,126.5352628,061-322-6170,"1",1000.000000,15
"165",쌍교,전라남도 함평군 학교면 학다리길 336-10,35.0175152,126.5373362,061-322-6566,"1",1000.000000,0
"166",학교중앙,전라남도 함평군 학교면 학다리길 336-12,35.0177883,126.5371155,061-322-6309,"1",1000.000000,0
"167",학교6리,전라남도 함평군 학교면 학다리길 289,35.0152467,126.5364541,061-322-7855,"1",1000.000000,0
"168",회춘동,전라남도 함평군 학교면 회춘동길 2-1,35.0120059,126.5399388,061-322-6423,"1",1000.000000,17
"169",달배기,전라남도 함평군 학교면 닻빼기길 26,35.0169937,126.5390865,061-322-6090,"1",1000.000000,0
"170",명암,전라남도 함평군 학교면 학교길 119,35.0260159,126.5373382,061-322-6602,"1",1000.000000,0
"171",경화,전라남도 함평군 학교면 경화동길 14-16,35.0305972,126.534848,061-322-6626,"1",1000.000000,0
"172",율동,전라남도 함평군 학교면 율동길 19,35.0342614,126.5365009,061-322-6640,"1",1000.000000,21
"173",사거3,전라남도 함평군 학교면 사거리길 35,35.0228576,126.5334543,061-322-3834,"1",1000.000000,0
"174",청정,전라남도 함평군 학교면 사거리길 103,35.0257875,126.5322317,061-322-6368,"1",1000.000000,0
"175",송산,전라남도 함평군 학교면 송산길 56-2,35.0435953,126.5395994,061-322-1304,"1",1000.000000,16
"176",송정,전라남도 함평군 학교면 학교월산길 84-1,35.0420543,126.5426221,061-322-1315,"1",1000.000000,16
"177",학교문화마을,전라남도 함평군 학교면 송산길 46,35.0437548,126.538552,,"1",1000.000000,16
"178",신흥동,전라남도 함평군 학교면 신흥동길 30,35.0468164,126.5368754,061-322-9736,"1",1000.000000,12
"179",화산,전라남도 함평군 학교면 학교화산길 53-5,35.0530027,126.5382492,061-322-1922,"1",1000.000000,12
"180",월봉,전라남도 함평군 학교면 학교월봉길 79,35.0372167,126.5453283,061-322-6083,"1",1000.000000,6
"181",정자동,전라남도 함평군 학교면 정자동길 24-4,35.027918,126.5508755,061-323-6703,"1",1000.000000,5
"182",덕산,전라남도 함평군 학교면 덕산길 5-5,35.0370051,126.551297,,"1",1000.000000,10
"183",선암,전라남도 함평군 학교면 선암길 20-2,35.0173567,126.5645207,061-322-6926,"1",1000.000000,3
"184",둔기,전라남도 함평군 학교면 둔기길 65,35.022335,126.545833,061-322-6331,"1",1000.000000,10
"185",호암,전라남도 함평군 학교면 학교호암길 9-6,35.0367407,126.5659111,061-322-6280,"1",1000.000000,4
"186",청수원,전라남도 함평군 학교면 청수원길 24-6,35.0452264,126.5571942,061-322-7897,"1",1000.000000,10
"187",신기,전라남도 함평군 학교면 학교신기길 9,35.0476763,126.5540975,061-322-7967,"1",1000.000000,14
