fid,경로당명,주소,Latitude,Longitude,연락처,ringId,distance,NUMPOINTS
"188",표산,전라남도 함평군 학교면 표산길 36-5,35.0565443,126.5487761,061-322-3290,"1",1000.000000,8
"189",신평,전라남도 함평군 학교면 학교신평길 23-1,35.0519978,126.5523936,061-323-6171,"1",1000.000000,12
"190",성산,전라남도 함평군 엄다면 성산길 18-7,35.0042302,126.5087545,061-322-9220,"1",1000.000000,0
"191",번동,전라남도 함평군 엄다면 엄다길 66,35.0096069,126.5171483,061-323-5460,"1",1000.000000,0
"192",엄다,전라남도 함평군 엄다면 엄다길 59-5,35.010237,126.516495,061-322-7318,"1",1000.000000,0
"193",불암,전라남도 함평군 엄다면  불암길 35,35.0037696,126.5205433,061-323-6056,"1",1000.000000,0
"194",제동,전라남도 함평군 엄다면  제동길 14,35.0011805,126.513645,061-323-2343,"1",1000.000000,12
"195",정동,전라남도 함평군 엄다면 정동길 34-1,35.0046679,126.5151977,061-323-3618,"1",1000.000000,0
"196",신양동,전라남도 함평군 엄다면 엄다길 24-3,35.0105838,126.5131626,061-322-2909,"1",1000.000000,0
"197",노상,전라남도 함평군 엄다면 노상길 19,35.0200489,126.5035543,061-323-7662,"1",1000.000000,4
"198",해정,전라남도 함평군 엄다면 해정길 2,35.0172227,126.5151088,061-322-7140,"1",1000.000000,0
"199",송촌,전라남도 함평군 엄다면 송촌길 33-2,35.011073,126.5046271,061-322-3349,"1",1000.000000,16
"200",담안,전라남도 함평군 엄다면 담안길 38,35.0160368,126.509982,061-324-7427,"1",1000.000000,0
"201",베다니,전라남도 함평군 엄다면 신송길 13-32,35.0117604,126.5095107,,"1",1000.000000,0
"202",화계,전라남도 함평군 엄다면 신송길 243-17,35.0262582,126.4930512,061-323-2033,"1",1000.000000,2
"203",장동,전라남도 함평군 엄다면 신송길 271-1,35.0286611,126.4932625,061-322-0898,"1",1000.000000,2
"204",우평,전라남도 함평군 엄다면 신송길 231-177,35.0252154,126.4895783,061-322-3696,"1",1000.000000,2
"205",삼원,전라남도 함평군 엄다면 원삼정길 88-10,34.9977913,126.5045402,061-323-7678,"1",1000.000000,0
"206",송정,전라남도 함평군 엄다면 삼정길 76,34.9975391,126.4981281,061-322-7066,"1",1000.000000,0
"207",삼정,전라남도 함평군 엄다면 삼정길 85,34.9974448,126.4991036,061-322-7730,"1",1000.000000,0
"208",영천,전라남도 함평군 엄다면 영흥길 78-25,34.9889431,126.5271374,061-323-6886,"1",1000.000000,5
"209",흥용동,전라남도 함평군 엄다면 영흥길 199-3,34.9803214,126.5311369,061-324-5566,"1",1000.000000,3
"210",영흥,전라남도 함평군 엄다면 곤재로 898-3,34.9844897,126.5220347,061-324-5560,"1",1000.000000,5
"211",학야1리,전라남도 함평군 엄다면 학야길 51,35.0229288,126.524237,061-323-4988,"1",1000.000000,0
"212",토교,전라남도 함평군 엄다면 영산로 3408-18,35.0176932,126.5268675,061-322-3141,"1",1000.000000,0
"213",대천,전라남도 함평군 엄다면 학야길 113,35.0274572,126.5248339,061-322-5526,"1",1000.000000,0
"214",성암,전라남도 함평군 엄다면 성암길 37,35.0266847,126.5100758,,"1",1000.000000,4
"215",와촌,전라남도 함평군 엄다면 곤재로 291,35.0338859,126.5134015,,"1",1000.000000,9
"216",화양,전라남도 함평군 엄다면 화양길 68,35.0420116,126.5147316,061-322-7209,"1",1000.000000,12
"217",농포,전라남도 함평군 엄다면 화양길 21,35.0439022,126.5105743,061-322-1356,"1",1000.000000,12
"218",정양,전라남도 함평군 엄다면 수산길 49,35.0496148,126.5170349,061-322-0635,"1",1000.000000,13
"219",쌍천,전라남도 함평군 엄다면 쌍천길 105,35.0381262,126.5257698,061-322-7555,"1",1000.000000,12
"220",비석동,전라남도 함평군 엄다면  곤재로 543-1,35.0130635,126.5175088,061-323-0029,"1",1000.000000,0
"221",송암,전라남도 함평군 엄다면 정동길5-9,35.0035005,126.5168806,,"1",1000.000000,0
"222",옥동,전라남도 함평군 대동면 옥동길 49,35.07839,126.5874364,061-323-3800,"1",1000.000000,9
"223",나막,전라남도 함평군 대동면 대동길 29-37,35.0685003,126.5336709,061-322-3367,"1",1000.000000,12
"224",금적,전라남도 함평군 대동면 고막천로 1095,35.0656597,126.589105,061-323-9859,"1",1000.000000,5
"225",월송,전라남도 함평군 대동면 동암길 25,35.0852929,126.5625408,,"1",1000.000000,4
"226",석호,전라남도 함평군 대동면 석호길 50-4,35.0638325,126.5519304,061-322-3959,"1",1000.000000,6
"227",용목골,전라남도 함평군 대동면 백호길 56-84,35.0652228,126.54601,,"1",1000.000000,6
"228",백련,전라남도 함평군 대동면 백련동길 51,35.069437,126.5638922,061-322-9855,"1",1000.000000,4
"229",보화,전라남도 함평군 대동면 보화촌길 52,35.0654283,126.5667612,061-324-2117,"1",1000.000000,4
"230",송산,전라남도 함평군 대동면 송산길 12-8,35.0441473,126.5391831,,"1",1000.000000,16
"231",상강,전라남도 함평군 대동면 상강길 96,35.0829604,126.5433718,061-322-5898,"1",1000.000000,6
"232",주평,전라남도 함평군 대동면 주평길 64,35.0772339,126.5504985,061-324-4343,"1",1000.000000,8
"233",홍지학송,전라남도 함평군 대동면 함장로 1693-10,35.0883257,126.5510074,061-322-1037,"1",1000.000000,8
"234",상교,전라남도 함평군 대동면 대동길 129,35.0737711,126.5412755,061-324-0766,"1",1000.000000,11
"235",중남교,전라남도 함평군 대동면 향교길 31-16,35.0669089,126.5360148,061-322-0929,"1",1000.000000,12
"236",고시,전라남도 함평군 대동면 고시길 42,35.0522642,126.5345619,,"1",1000.000000,9
"237",명륜,전라남도 함평군 대동면 대동길 9,35.0683551,126.5315818,061-324-3722,"1",1000.000000,17
"238",향교,전라남도 함평군 대동면 대동길 5-32,35.069187,126.5310538,061-322-3584,"1",1000.000000,16
"239",아차,전라남도 함평군 대동면 아차동길 37,35.0821102,126.5226433,061-323-0097,"1",1000.000000,4
"240",고산,전라남도 함평군 대동면 고산동길 97,35.0921966,126.5235624,061-322-3069,"1",1000.000000,4
"241",외덕,전라남도 함평군 대동면 외덕길 35,35.0915189,126.516258,061-323-3807,"1",1000.000000,6
"242",내덕,전라남도 함평군 대동면 내덕길 17-3,35.0927814,126.5144717,061-323-3247,"1",1000.000000,8
"243",용연,전라남도 함평군 대동면 용연길 38-1,35.0996953,126.5059376,,"1",1000.000000,7
"244",구룡,전라남도 함평군 대동면 구룡동길 33,35.1040161,126.511119,,"1",1000.000000,13
"245",정창,전라남도 함평군 대동면 정창길 21,35.102307,126.5192025,061-323-0046,"1",1000.000000,11
"246",금성,전라남도 함평군 대동면 금성동길 37-10,35.1085585,126.5187395,061-322-2515,"1",1000.000000,8
"247",괴정,전라남도 함평군 대동면 괴정길 12-2,35.1004303,126.5100666,061-322-3005,"1",1000.000000,9
"248",해운,전라남도 함평군 대동면 학동로 1118-4,35.118392,126.5070487,061-324-8100,"1",1000.000000,9
"249",마량,전라남도 함평군 대동면 마량길 17,35.1215411,126.5051519,061-322-4967,"1",1000.000000,7
"250",감산,전라남도 함평군 대동면 금산길 155-21,35.118499,126.4970335,061-322-3812,"1",1000.000000,15
"251",금구,전라남도 함평군 대동면 학동로 1202-9,35.1234251,126.5001101,061-322-3862,"1",1000.000000,13
"252",노적,전라남도 함평군 대동면 노적길 5,35.1087348,126.491156,061-322-3649,"1",1000.000000,12
"253",연암,전라남도 함평군 대동면 연암길 166,35.1468467,126.5361811,061-322-0223,"1",1000.000000,4
"254",향교주공,전라남도 함평군 대동면 영수길 367,35.0676634,126.5296877,,"1",1000.000000,0
"255",서호,전라남도 함평군 대동면 서호길 30,35.1217111,126.5468655,,"1",1000.000000,2
"256",계동,전라남도 함평군  나산면 계동길 102-4,35.1502082,126.5946738,061-322-4561,"1",1000.000000,6
"257",관동,전라남도 함평군  나산면 나산월봉길 173-43,35.1212052,126.590456,,"1",1000.000000,4
"258",구산,전라남도 함평군  나산면 구산원선길 56,35.1027429,126.5832006,061-323-1141,"1",1000.000000,7
"259",구산2리,전라남도 함평군  나산면 삼방길 23,35.1011873,126.5731417,061-323-0188,"1",1000.000000,11
"260",금수,전라남도 함평군  나산면 함장로 2426,35.1147292,126.6082581,061-322-1211,"1",1000.000000,15
"261",나산1리,전라남도 함평군  나산면 이인정길 16,35.1126373,126.6166939,061-323-9412,"1",1000.000000,14
"262",나성,전라남도 함평군  나산면 나산길 82-10,35.1135594,126.6103205,061-322-8223,"1",1000.000000,17
"263",나심,전라남도 함평군  나산면 나산길 20,35.1110218,126.6097427,061-323-9469,"1",1000.000000,17
"264",덕림,전라남도 함평군  나산면 백양길 8-1,35.0987848,126.5910614,061-322-9933,"1",1000.000000,7
"265",마산,전라남도 함평군  나산면 수하길 87,35.1001512,126.6152367,,"1",1000.000000,2
"266",방하,전라남도 함평군  나산면 방하동길 40,35.1103442,126.6177253,,"1",1000.000000,12
"267",분토,전라남도 함평군  나산면 분토길 50,35.1320295,126.6053629,,"1",1000.000000,10
"268",사산,전라남도 함평군  나산면 사산길 45,35.1363983,126.6014189,061-322-8083,"1",1000.000000,14
"269",사정,전라남도 함평군  나산면 시루뫼길 18-2,35.1406827,126.6177843,061-322-4888,"1",1000.000000,10
"270",삼리,전라남도 함평군  나산면 이문길 20,35.1355368,126.6218147,061-322-8250,"1",1000.000000,8
"271",삼성,전라남도 함평군  나산면 함장로 1941-15,35.1005876,126.5702095,061-322-8101,"1",1000.000000,8
"272",상축,전라남도 함평군  나산면 삼축길 133-26,35.1278928,126.6053791,,"1",1000.000000,13
"273",석지,전라남도 함평군  나산면 석지길 45,35.1262144,126.6276395,061-322-5744,"1",1000.000000,4
"274",석현,전라남도 함평군  나산면 회화정길 29-2,35.1398663,126.6258884,061-322-4138,"1",1000.000000,14
"275",선박,전라남도 함평군  나산면 선박길 116,35.1479116,126.6459651,,"1",1000.000000,4
"276",송암,전라남도 함평군  나산면 월암로 1331,35.119252,126.6344733,061-323-4368,"1",1000.000000,2
"277",송죽,전라남도 함평군  나산면 월암로 1384,35.1181537,126.6295617,,"1",1000.000000,8
"278",수하,전라남도 함평군  나산면 수하길 11,35.1025568,126.6078256,061-323-8826,"1",1000.000000,5
"279",수하2리,전라남도 함평군  나산면 장제동길 67,35.1044277,126.6037992,061-323-0034,"1",1000.000000,6
"280",신평,전라남도 함평군  나산면 월신길 314,35.1105243,126.6317692,,"1",1000.000000,2
"281",오수,전라남도 함평군  나산면 용머리길 8,35.1476864,126.6185109,061-322-8391,"1",1000.000000,8
"282",용산,전라남도 함평군  나산면 나산월봉길115-30,35.1172427,126.5947904,,"1",1000.000000,4
"283",용수,전라남도 함평군  나산면 용머리길 86,35.1545425,126.6187066,061-323-4501,"1",1000.000000,6
"284",우치,전라남도 함평군  나산면 우치길 77,35.1414685,126.5981544,061-323-6034,"1",1000.000000,14
"285",원석현,전라남도 함평군  나산면 석현회룡동길 110,35.1442794,126.6269248,061-322-1599,"1",1000.000000,10
"286",원선,전라남도 함평군  나산면 구산원선길 245,35.1173958,126.5790077,061-322-8890,"1",1000.000000,3
"287",원초포,전라남도 함평군  나산면 원초포길 5,35.1388939,126.604837,061-323-8080,"1",1000.000000,14
"288",월봉,전라남도 함평군  나산면 나산월봉길 121-16,35.1187723,126.594095,061-322-4170,"1",1000.000000,6
"289",월평,전라남도 함평군  나산면 월평길 171-2,35.1279878,126.5913013,061-322-8086,"1",1000.000000,5
"290",월현,전라남도 함평군  나산면 나산월현길 38,35.1410674,126.6437697,061-322-0326,"1",1000.000000,9
"291",유덕,전라남도 함평군  나산면 수상길 55-23,35.1384836,126.6386576,061-322-8987,"1",1000.000000,11
"292",유촌,전라남도 함평군  나산면 구산원선길 189,35.1128549,126.5794046,061-323-8776,"1",1000.000000,3
"293",입석,전라남도 함평군  나산면 입석길 32,35.1335381,126.5993711,061-322-1109,"1",1000.000000,14
"294",축동,전라남도 함평군  나산면 삼축길 79,35.1227609,126.6024431,,"1",1000.000000,12
"295",광영,전라남도 함평군 나산면 함장로 1869-22,35.1016009,126.5616151,,"1",1000.000000,5
"296",상모,전라남도 함평군 해보면 상모길 61-4,35.1602453,126.5958874,061-322-0477,"1",1000.000000,8
"297",수산,전라남도 함평군 해보면 산내길599,35.1628915,126.6010204,061-323-0518,"1",1000.000000,8
"298",하모,전라남도 함평군 해보면 하모길 49,35.1573318,126.5967167,061-322-6900,"1",1000.000000,6
"299",운곡,전라남도 함평군 해보면 운곡길 30-4,35.1602545,126.5872977,061-323-3111,"1",1000.000000,0
"300",창서,전라남도 함평군 해보면 창서길 38,35.1568097,126.6058285,061-323-3315,"1",1000.000000,8
"301",성대,전라남도 함평군 해보면 성대길 16,35.1511743,126.6015162,,"1",1000.000000,8
"302",주현,전라남도 함평군 해보면 주현길 37,35.1753822,126.6064764,061-323-0633,"1",1000.000000,11
"303",천재등,전라남도 함평군 해보면 해삼로 302,35.175812,126.603493,,"1",1000.000000,11
"304",소성,전라남도 함평군 해보면 소성길 49-16,35.1659048,126.6072088,,"1",1000.000000,6
"305",대성,전라남도 함평군 해보면 해보대성길 61-4,35.1617568,126.6074365,061-323-0204,"1",1000.000000,8
"306",백토,전라남도 함평군 해보면 백토길 30-13,35.1733491,126.6059611,061-323-0154,"1",1000.000000,12
"307",문암,전라남도 함평군 해보면 구밀길 155,35.1893965,126.6075909,,"1",1000.000000,8
"308",상귀,전라남도 함평군 해보면 구밀길 92,35.1851207,126.6102768,061-323-0649,"1",1000.000000,14
"309",구미,전라남도 함평군 해보면 구밀길 51,35.1824649,126.6115692,061-323-0211,"1",1000.000000,11
"310",하귀,전라남도 함평군 해보면 하귀길 65-8,35.1792047,126.611563,061-323-2930,"1",1000.000000,9
"311",시장,전라남도 함평군 해보면 밀재로1268-13,35.1810935,126.6026001,061-323-8778,"1",1000.000000,13
"312",유정,전라남도 함평군 해보면 유정길 28,35.1785136,126.6014795,061-322-2341,"1",1000.000000,11
"313",금곡,전라남도 함평군 해보면 밀재로 1185-50,35.184632,126.594324,061-323-2028,"1",1000.000000,12
"314",고두,전라남도 함평군 해보면 금덕길 59,35.1865882,126.6029188,061-323-2450,"1",1000.000000,14
"315",만년,전라남도 함평군 해보면 해보만년길 146,35.1946614,126.5954304,061-323-3380,"1",1000.000000,8
"316",구계,전라남도 함평군 해보면 구계길 147,35.1914032,126.5886187,,"1",1000.000000,9
"317",모산,전라남도 함평군 해보면 모산길 75,35.1737516,126.5946881,,"1",1000.000000,6
"318",발미,전라남도 함평군 해보면 발미길 19,35.1766332,126.5866335,061-323-0534,"1",1000.000000,10
"319",월현,전라남도 함평군 해보면 해보월현길141,35.1729739,126.5804848,061-322-4904,"1",1000.000000,6
"320",금산,전라남도 함평군 해보면 해보금산길 73,35.1859964,126.5749477,061-322-0054,"1",1000.000000,4
"321",원산,전라남도 함평군 해보면 산내길 55-15,35.1740297,126.5534675,061-323-4564,"1",1000.000000,2
"322",광암,전라남도 함평군 해보면 용천사길 56-130,35.172524,126.5381886,,"1",1000.000000,6
"323",각궁,전라남도 함평군 해보면 각궁길 45,35.1512098,126.5469313,,"1",1000.000000,2
"324",해보,전라남도 함평군 해보면 밀재로 1267-40,35.182528,126.6018531,061-323-0443,"1",1000.000000,14
"325",오두,전라남도 함평군 해보면 올림픽로 1048-45,35.1641372,126.5447136,,"1",1000.000000,4
"326",내세,전라남도 함평군 월야면 내세길 6,35.1554908,126.6308586,061-323-2667,"1",1000.000000,7
"327",외세,전라남도 함평군 월야면 외세길 30-2,35.1585318,126.627425,,"1",1000.000000,14
"328",수창,전라남도 함평군 월야면 용머리길 172,35.1601999,126.6236609,061-323-7522,"1",1000.000000,12
"329",월봉,전라남도 함평군 월야면 월야월봉길 20-11,35.1626203,126.6236849,061-323-9507,"1",1000.000000,9
"330",용두,전라남도 함평군 월야면 용머리길 125,35.1575411,126.6200323,061-323-1147,"1",1000.000000,10
"331",양지,전라남도 함평군 월야면 갈동길 146-3,35.1614613,126.6407049,061-323-1412,"1",1000.000000,8
"332",방축,전라남도 함평군 월야면 방축길 13,35.1659275,126.6299801,061-323-7002,"1",1000.000000,11
"333",덕령,전라남도 함평군 월야면 덕령길 22,35.1645533,126.6427455,061-323-3334,"1",1000.000000,7
"334",석보,전라남도 함평군 월야면 갈동길 296-6,35.1737008,126.6410281,061-323-1907,"1",1000.000000,10
"335",백야,전라남도 함평군 월야면 백야길 116-165,35.1838809,126.6495077,061-323-5755,"1",1000.000000,2
"336",외치,전라남도 함평군 월야면 외치길 11-76,35.1725479,126.6624004,061-324-7799,"1",1000.000000,2
"337",월야면,전라남도 함평군 월야면 밀재로 1543,35.1791626,126.6309876,061-323-3048,"1",1000.000000,0
"338",월야여,전라남도 함평군 월야면 밀재로 1543,35.1791626,126.6309876,061-323-7856,"1",1000.000000,0
"339",월야1리,전라남도 함평군 월야면 전하길 63-4,35.1798934,126.6318503,061-323-1333,"1",1000.000000,0
"340",월야문화마을,전라남도 함평군 월야면 문화마을길 6-13,35.1782193,126.6355835,061-323-2235,"1",1000.000000,0
"341",순촌,전라남도 함평군 월야면 순송길 76,35.1828812,126.6386323,061-322-7116,"1",1000.000000,0
"342",장동,전라남도 함평군 월야면 문화로 655,35.1854499,126.6263248,061-323-9409,"1",1000.000000,0
"343",평촌,전라남도 함평군 월야면 월삼길 9,35.1893787,126.6274236,061-323-1217,"1",1000.000000,6
"344",금석,전라남도 함평군 월야면 금석길 49-1,35.1761254,126.6304622,061-323-8527,"1",1000.000000,0
"345",전하(월야5리),전라남도 함평군 월야면 전하길 7,35.1805432,126.6265918,061-322-1904,"1",1000.000000,0
"346",지변,전라남도 함평군 월야면 팔열부길 111,35.1882385,126.639328,,"1",1000.000000,5
"347",월악,전라남도 함평군 월야면 사인정길 15,35.1895159,126.6384579,,"1",1000.000000,6
"348",성주,전라남도 함평군 월야면 월삼길 64-31,35.1906466,126.6344941,061-323-1163,"1",1000.000000,8
"349",봉덕,전라남도 함평군 월야면 봉덕길 164,35.1997873,126.6359487,061-323-7308,"1",1000.000000,10
"350",노동,전라남도 함평군 월야면 월삼길 267,35.2056686,126.6426041,061-323-3244,"1",1000.000000,6
"351",연당,전라남도 함평군 월야면 연당길 11,35.198025,126.6400191,061-323-1595,"1",1000.000000,9
"352",시목,전라남도 함평군 월야면 시목길 34,35.2056557,126.6269136,061-322-2487,"1",1000.000000,11
"353",주전,전라남도 함평군 월야면 주전길 61,35.2095148,126.6334105,061-322-2442,"1",1000.000000,9
"354",장함,전라남도 함평군 월야면 주전길 22,35.2125056,126.6318217,061-323-3721,"1",1000.000000,9
"355",가차,전라남도 함평군 월야면 가차길 38,35.2091393,126.6296894,061-323-2468,"1",1000.000000,11
"356",죽림,전라남도 함평군 월야면 금치죽림길 77-5,35.2183764,126.6242226,,"1",1000.000000,7
"357",금치,전라남도 함평군 월야면 금치죽림길 16,35.2140899,126.6273372,061-324-8889,"1",1000.000000,9
"358",예동,전라남도 함평군 월야면 예동길 107,35.2145136,126.6211642,061-323-5494,"1",1000.000000,13
"359",신촌,전라남도 함평군 월야면 예동길 35,35.2137149,126.6212632,,"1",1000.000000,15
"360",신덕,전라남도 함평군 월야면 신덕길 6,35.2212412,126.6087903,061-323-1884,"1",1000.000000,12
"361",내정,전라남도 함평군 월야면 내정길 46,35.2056447,126.6181053,061-323-3711,"1",1000.000000,18
"362",화산,전라남도 함평군 월야면 월야화산길 20,35.2096582,126.6136773,061-323-1337,"1",1000.000000,18
"363",동촌,전라남도 함평군 월야면 동촌길 17-2,35.1985182,126.6145892,061-322-2231,"1",1000.000000,16
"364",대야,전라남도 함평군 월야면 월야장교길 18,35.199867,126.6112445,061-323-7684,"1",1000.000000,20
"365",서촌,전라남도 함평군 월야면 서촌길 45-7,35.1948278,126.6109471,061-322-7774,"1",1000.000000,19
"366",신기,전라남도 함평군 월야면 월야신기길 6,35.1991592,126.6176914,061-323-9922,"1",1000.000000,18
"367",방하,전라남도 함평군 월야면 방하길 25,35.2091002,126.604409,061-323-1766,"1",1000.000000,12
"368",연화,전라남도 함평군 월야면 연화길 48,35.2121361,126.6067744,,"1",1000.000000,12
"369",신성,전라남도 함평군 월야면 신성길 16,35.2024193,126.6029113,061-323-1049,"1",1000.000000,17
"370",은암,전라남도 함평군 월야면 은암길 178,35.2096429,126.5964651,061-323-3335,"1",1000.000000,6
"371",용정,전라남도 함평군 월야면 용정길 178,35.2055642,126.5930387,061-322-1912,"1",1000.000000,3
"372",복용,전라남도 함평군 월야면 복룡길 35,35.197121,126.5926243,061-323-3999,"1",1000.000000,5
"373",석계,전라남도 함평군 월야면 석계길 12-11,35.1098976,126.4291427,061-323-1120,"1",1000.000000,12
"374",용강,전라남도 함평군 월야면 용강길 65-6,35.2152132,126.599194,061-323-1182,"1",1000.000000,10
"375",덕산,전라남도 함평군 월야면 월야덕산길 6,35.2238299,126.6014427,061-323-5611,"1",1000.000000,10
