순번,시도명,시군구명,읍면동,마을회관명,소재지도로명주소,소재지지번주소
345,전라남도,해남군,해남읍,송용 마을회관,전라남도 해남군 해남읍 용머리길 109,전라남도 해남군 해남읍 용정리 384-2
346,전라남도,해남군,해남읍,용정 마을회관,전라남도 해남군 해남읍 용정길 7,전라남도 해남군 해남읍 용정리 611-2
347,전라남도,해남군,해남읍,읍내 마을회관,전라남도 해남군 해남읍 천변2길 7,전라남도 해남군 해남읍 읍내리 69-10
348,전라남도,해남군,해남읍,평동 마을회관,전라남도 해남군 해남읍 평동길 26,전라남도 해남군 해남읍 평동리 120-1
349,전라남도,해남군,해남읍,중앙 마을회관,전라남도 해남군 해남읍 홍교로 55-5,전라남도 해남군 해남읍 평동리 29
350,전라남도,해남군,해남읍,해리 마을회관,전라남도 해남군 해남읍 북부순환로 57,전라남도 해남군 해남읍 해리 499-1
351,전라남도,해남군,해남읍,성동 마을회관,전라남도 해남군 해남읍 성동1길 18,전라남도 해남군 해남읍 해리 632-4
352,전라남도,해남군,현산면,학의 마을회관,전라남도 해남군 현산면 선비길 149,전라남도 해남군 현산면 고현리 1038-1
353,전라남도,해남군,현산면,고현 마을회관,전라남도 해남군 현산면 고현길 41,전라남도 해남군 현산면 고현리 322-1
354,전라남도,해남군,현산면,금제 마을회관,전라남도 해남군 현산면 금제길 34,전라남도 해남군 현산면 구산리 137-12
355,전라남도,해남군,현산면,방두 마을회관,전라남도 해남군 현산면 방두길 14-9,전라남도 해남군 현산면 구산리 41-5
356,전라남도,해남군,현산면,구산 마을회관,전라남도 해남군 현산면 구산길 8-1,전라남도 해남군 현산면 구산리 529-73
357,전라남도,해남군,현산면,하구시 마을회관,전라남도 해남군 현산면 하구시길 7,전라남도 해남군 현산면 구시리 815
358,전라남도,해남군,현산면,상구시 마을회관,전라남도 해남군 현산면 고산로 1350,전라남도 해남군 현산면 구시리 366
359,전라남도,해남군,현산면,덕흥 마을회관,전라남도 해남군 현산면 덕흥길 12,전라남도 해남군 현산면 덕흥리 363
360,전라남도,해남군,현산면,봉림 마을회관,전라남도 해남군 현산면 봉림길 5,전라남도 해남군 현산면 덕흥리 707-1
361,전라남도,해남군,현산면,만안 마을회관,전라남도 해남군 현산면 만안길 5,전라남도 해남군 현산면 만안길 311-2
362,전라남도,해남군,현산면,장등 마을회관,전라남도 해남군 현산면 장등길 91,전라남도 해남군 현산면 백포리 1554
363,전라남도,해남군,현산면,백포 마을회관,전라남도 해남군 현산면 백포길 138,전라남도 해남군 현산면 백포리 401-1
364,전라남도,해남군,현산면,두모 마을회관,전라남도 해남군 현산면 두모길 40,전라남도 해남군 현산면 백포리 716-7
365,전라남도,해남군,현산면,경수 마을회관,전라남도 해남군 현산면 백방산길 318,전라남도 해남군 현산면 백포리 843
366,전라남도,해남군,현산면,향교 마을회관,전라남도 해남군 현산면 향교리길 65,전라남도 해남군 현산면 월송리 1124-3
367,전라남도,해남군,현산면,매화 마을회관,전라남도 해남군 현산면 매화길 49-9,전라남도 해남군 현산면 월송리 200-6
368,전라남도,해남군,현산면,월송 마을회관,전라남도 해남군 현산면 월송길 16,전라남도 해남군 현산면 월송리 212-7
369,전라남도,해남군,현산면,시등 마을회관,전라남도 해남군 현산면 시등리길 21,전라남도 해남군 현산면 월송리 267-4
370,전라남도,해남군,현산면,증산 마을회관,전라남도 해남군 현산면 월금길 333,전라남도 해남군 현산면 월송리 410-1
371,전라남도,해남군,현산면,송촌 마을회관,전라남도 해남군 현산면 송촌길 14,전라남도 해남군 현산면 월송리 762-7
372,전라남도,해남군,현산면,고담 마을회관,전라남도 해남군 현산면 고담길 29,전라남도 해남군 현산면 읍호리 317-1
373,전라남도,해남군,현산면,읍호 마을회관,전라남도 해남군 현산면 읍호길 30,전라남도 해남군 현산면 읍호리 787-1
374,전라남도,해남군,현산면,공북 마을회관,전라남도 해남군 현산면 공북길 98,전라남도 해남군 현산면 일평리 280
375,전라남도,해남군,현산면,탑동 마을회관,전라남도 해남군 현산면 탑동리길 70,전라남도 해남군 현산면 일평리 700-1
376,전라남도,해남군,현산면,일평 마을회관,전라남도 해남군 현산면 일평길 10,전라남도 해남군 현산면 일평리 831-17
377,전라남도,해남군,현산면,신풍 마을회관,전라남도 해남군 현산면 신풍리길 56,전라남도 해남군 현산면 조산리 188
378,전라남도,해남군,현산면,조산 마을회관,전라남도 해남군 현산면 입제길 213,전라남도 해남군 현산면 조산리 369-1
379,전라남도,해남군,현산면,초호 마을회관,전라남도 해남군 현산면 초호길 48-4,전라남도 해남군 현산면 초호리 215
380,전라남도,해남군,현산면,신방 마을회관,전라남도 해남군 현산면 신방리길 38,전라남도 해남군 현산면 초호리 547-7
381,전라남도,해남군,현산면,봉동 마을회관,전라남도 해남군 현산면 봉동길 211,전라남도 해남군 현산면 황산리 106-61
382,전라남도,해남군,현산면,황산 마을회관,전라남도 해남군 현산면 황산리길 29,전라남도 해남군 현산면 황산리 482-7
383,전라남도,해남군,현산면,원진 마을회관,전라남도 해남군 현산면 원학길 79,전라남도 해남군 현산면 황산리 658-3
384,전라남도,해남군,현산면,분토 마을회관,전라남도 해남군 현산면 분토길 76,전라남도 해남군 현산면 황산리 918-1
385,전라남도,해남군,화산면,가좌 마을회관,전라남도 해남군 화산면 고천암로 410,전라남도 해남군 화산면 가좌리 311-1
386,전라남도,해남군,화산면,무학 마을회관,전라남도 해남군 화산면 무학길 115,전라남도 해남군 화산면 가좌리 750-1
387,전라남도,해남군,화산면,갑길 마을회관,전라남도 해남군 화산면 갑길리길 53,전라남도 해남군 화산면 부길리 592-1
388,전라남도,해남군,화산면,관동 마을회관,전라남도 해남군 화산면 풍혈길 264,전라남도 해남군 화산면 관동리 514-1
389,전라남도,해남군,화산면,명성 마을회관,전라남도 해남군 화산면 명성길 114,전라남도 해남군 화산면 관동리 859-4
390,전라남도,해남군,화산면,신풍 마을회관,전라남도 해남군 화산면 신풍길 25,전라남도 해남군 화산면 금풍길 523-3
391,전라남도,해남군,화산면,명금 마을회관,전라남도 해남군 화산면 명금길 17,전라남도 해남군 화산면 금풍리 41
392,전라남도,해남군,화산면,마명 마을회관,전라남도 해남군 화산면 화산초길 6-5,전라남도 해남군 화산면 방축리 384-2
393,전라남도,해남군,화산면,중앙 마을회관,전라남도 해남군 화산면 송평로 5-5,전라남도 해남군 화산면 방축리 468-29
394,전라남도,해남군,화산면,석전 마을회관,전라남도 해남군 화산면 석전길 8-1,전라남도 해남군 화산면 방축리 590-5
395,전라남도,해남군,화산면,방축 마을회관,전라남도 해남군 화산면 방축길 43,전라남도 해남군 화산면 방축리 782-2
396,전라남도,해남군,화산면,가장 마을회관,전라남도 해남군 화산면 가장길 28,전라남도 해남군 화산면 방축리 999-2
397,전라남도,해남군,화산면,은산 마을회관,전라남도 해남군 화산면 은산길 46,전라남도 해남군 화산면 부길리 175-1
398,전라남도,해남군,화산면,부길 마을회관,전라남도 해남군 화산면 부길리길 50,전라남도 해남군 화산면 부길리 244-1
399,전라남도,해남군,화산면,경도 마을회관,전라남도 해남군 화산면 경도길 56,전라남도 해남군 화산면 부길리 833-8
400,전라남도,해남군,화산면,상마 마을회관,전라남도 해남군 화산면 상마길 30-1,전라남도 해남군 화산면 삼마리 111-7
401,전라남도,해남군,화산면,중마 마을회관,전라남도 해남군 화산면 중마길 20,전라남도 해남군 화산면 삼마리 175
402,전라남도,해남군,화산면,하마 마을회관,전라남도 해남군 화산면 하마길 21,전라남도 해남군 화산면 삼마리 산 222
403,전라남도,해남군,화산면,흑석 마을회관,전라남도 해남군 화산면 흑석리길 63,전라남도 해남군 화산면 석호리 1084-4
404,전라남도,해남군,화산면,대지 마을회관,전라남도 해남군 화산면 대지큰길 59,전라남도 해남군 화산면 석호리 272
405,전라남도,해남군,화산면,좌일 마을회관,전라남도 해남군 화산면 좌일길 115,전라남도 해남군 화산면 석호리 614-1
406,전라남도,해남군,화산면,탄동 마을회관,전라남도 해남군 화산면 탄동길 83,전라남도 해남군 화산면 송산리 129-1
407,전라남도,해남군,화산면,송산 마을회관,전라남도 해남군 화산면 송산리길 43,전라남도 해남군 화산면 송산리 515
408,전라남도,해남군,화산면,주천 마을회관,전라남도 해남군 화산면 주천길 55,전라남도 해남군 화산면 송산리 805-6
409,전라남도,해남군,화산면,시목 마을회관,전라남도 해남군 화산면 감낭골길 11,전라남도 해남군 화산면 송산리 865-5
410,전라남도,해남군,화산면,안정 마을회관,전라남도 해남군 화산면 안정길 33,전라남도 해남군 화산면 안호리 373-1
411,전라남도,해남군,화산면,중정 마을회관,전라남도 해남군 화산면 중정길 42,전라남도 해남군 화산면 안호리 549
412,전라남도,해남군,화산면,송계 마을회관,전라남도 해남군 화산면 송계길 132-12,전라남도 해남군 화산면 안호리 779-2
413,전라남도,해남군,화산면,연곡 마을회관,전라남도 해남군 화산면 연곡길 85,전라남도 해남군 화산면 연곡리 446
414,전라남도,해남군,화산면,봉저 마을회관,전라남도 해남군 화산면 봉저길 28,전라남도 해남군 화산면 연곡리 692-1
415,전라남도,해남군,화산면,석정 마을회관,전라남도 해남군 화산면 석정길 42,전라남도 해남군 화산면 연정리 43
416,전라남도,해남군,화산면,연정 마을회관,전라남도 해남군 화산면 연정길 69-4,전라남도 해남군 화산면 연정리 663
417,전라남도,해남군,화산면,월호 마을회관,전라남도 해남군 화산면 월호길 9-14,전라남도 해남군 화산면 월호리 15
418,전라남도,해남군,화산면,선창 마을회관,전라남도 해남군 화산면 선창길 9,전라남도 해남군 화산면 월호리 625-3
419,전라남도,해남군,화산면,재동 마을회관,전라남도 해남군 화산면 재동길 9,전라남도 해남군 화산면 월호리 713
420,전라남도,해남군,화산면,율동 마을회관,전라남도 해남군 화산면 율동길 1,전라남도 해남군 화산면 율동리 297-1
421,전라남도,해남군,화산면,용덕 마을회관,전라남도 해남군 화산면 용덕길 63,전라남도 해남군 화산면 율동리 373
422,전라남도,해남군,화산면,평발 마을회관,전라남도 해남군 화산면 평발길 27,전라남도 해남군 화산면 평호리 245-1
423,전라남도,해남군,화산면,송평 마을회관,전라남도 해남군 화산면 송평1길 7,전라남도 해남군 화산면 평호리 422-3
424,전라남도,해남군,화산면,구성 마을회관,전라남도 해남군 화산면 구성리길 2,전라남도 해남군 화산면 평호리 691-2
425,전라남도,해남군,화산면,사포 마을회관,전라남도 해남군 화산면 사포길 58,전라남도 해남군 화산면 평호리 84-5
426,전라남도,해남군,화산면,해창 마을회관,전라남도 해남군 화산면 해창길 42,전라남도 해남군 화산면 해창리 72
427,전라남도,해남군,화산면,호동 마을회관,전라남도 해남군 화산면 월율길 83-31,전라남도 해남군 화산면 월호리 444-1
428,전라남도,해남군,화원면,구림 마을회관,전라남도 해남군 화원면 구림길 17-7,전라남도 해남군 화원면 구림리 150-1
429,전라남도,해남군,화원면,섬동 마을회관,전라남도 해남군 화원면 섬동길 67,전라남도 해남군 화원면 구림리 350-4
430,전라남도,해남군,화원면,억수 마을회관,전라남도 해남군 화원면 억수길 4,전라남도 해남군 화원면 구림리 391-1
431,전라남도,해남군,화원면,평리 마을회관,전라남도 해남군 화원면 금평길 39,전라남도 해남군 화원면 금평리 145-1
432,전라남도,해남군,화원면,절골 마을회관,전라남도 해남군 화원면 절골길 200,전라남도 해남군 화원면 금평리 496-2
433,전라남도,해남군,화원면,월산 마을회관,전라남도 해남군 화원면 월산길 63,전라남도 해남군 화원면 마산리 203-4
434,전라남도,해남군,화원면,마천 마을회관,전라남도 해남군 화원면 마천길 79,전라남도 해남군 화원면 마산리 489-1
435,전라남도,해남군,화원면,부동 마을회관,전라남도 해남군 화원면 조선소길 774-3,전라남도 해남군 화원면 매월리 229-4
436,전라남도,해남군,화원면,매계 마을회관,전라남도 해남군 화원면 매계길 32,전라남도 해남군 화원면 매월리 472
437,전라남도,해남군,화원면,월래 마을회관,전라남도 해남군 화원면 월래길 31,전라남도 해남군 화원면 매월리 576-1
438,전라남도,해남군,화원면,양화 마을회관,전라남도 해남군 화원면 양화길 41,전라남도 해남군 화원면 매월리 60-4
439,전라남도,해남군,화원면,산촌 마을회관,전라남도 해남군 화원면 신용리길 213,전라남도 해남군 화원면 산호리 1211-2
440,전라남도,해남군,화원면,학상 마을회관,전라남도 해남군 화원면 개초길 442,전라남도 해남군 화원면 산호리 1436-8
441,전라남도,해남군,화원면,산수 마을회관,전라남도 해남군 화원면 산수길 79,전라남도 해남군 화원면 산호리 256
442,전라남도,해남군,화원면,석호 마을회관,전라남도 해남군 화원면 석호리길 133-4,전라남도 해남군 화원면 산호리 821-1
443,전라남도,해남군,화원면,신용 마을회관,전라남도 해남군 화원면 신용리길 84,전라남도 해남군 화원면 산호리 900-8
444,전라남도,해남군,화원면,온수 마을회관,전라남도 해남군 화원면 온천길 42,전라남도 해남군 화원면 산호리 91
445,전라남도,해남군,화원면,가랍 마을회관,전라남도 해남군 화원면 문내화원로 659,전라남도 해남군 화원면 성산리 206-1
446,전라남도,해남군,화원면,척북 마을회관,전라남도 해남군 화원면 척북길 32,전라남도 해남군 화원면 성산리 622
447,전라남도,해남군,화원면,사동 마을회관,전라남도 해남군 화원면 신덕호길 435,전라남도 해남군 화원면 신덕리 1012-9
448,전라남도,해남군,화원면,신평 마을회관,전라남도 해남군 화원면 신평리길 31,전라남도 해남군 화원면 신덕리 1219
449,전라남도,해남군,화원면,저상 마을회관,전라남도 해남군 화원면 저상길 66,전라남도 해남군 화원면 영호리 243-1
450,전라남도,해남군,화원면,별암 마을회관,전라남도 해남군 화원면 별암길 39,전라남도 해남군 화원면 영호리 31
451,전라남도,해남군,화원면,구지 마을회관,전라남도 해남군 화원면 구지길 21,전라남도 해남군 화원면 영호리 497-6
452,전라남도,해남군,화원면,장재 마을회관,전라남도 해남군 화원면 장재길 15,전라남도 해남군 화원면 영호리 745-1
453,전라남도,해남군,화원면,월하 마을회관,전라남도 해남군 화원면 월하길 59-3,전라남도 해남군 화원면 월호리 141-3
454,전라남도,해남군,화원면,당포 마을회관,전라남도 해남군 화원면 당포길 20,전라남도 해남군 화원면 월호리 256
455,전라남도,해남군,화원면,수동 마을회관,전라남도 해남군 화원면 수동길 23,전라남도 해남군 화원면 월호리 676-5
456,전라남도,해남군,화원면,인지 마을회관,전라남도 해남군 화원면 인지길 24,전라남도 해남군 화원면 인지리 396-5
457,전라남도,해남군,화원면,장수 마을회관,전라남도 해남군 화원면 장수길 63-1,전라남도 해남군 화원면 인지리 806-4
458,전라남도,해남군,화원면,장평 마을회관,전라남도 해남군 화원면 장평길 63,전라남도 해남군 화원면 장춘리 350-5
459,전라남도,해남군,화원면,이목 마을회관,전라남도 해남군 화원면 이목길 44-16,전라남도 해남군 화원면 장춘리 624-1
460,전라남도,해남군,화원면,중리 마을회관,전라남도 해남군 화원면 청용2길 6-6,전라남도 해남군 화원면 청용리 276
461,전라남도,해남군,화원면,상리 마을회관,전라남도 해남군 화원면 청용1길 50,전라남도 해남군 화원면 청용리 378-1
462,전라남도,해남군,화원면,하리 마을회관,전라남도 해남군 화원면 금평길 14-8,전라남도 해남군 화원면 청용리 543-11
463,전라남도,해남군,화원면,신주광 마을회관,전라남도 해남군 화원면 청용새길 43,전라남도 해남군 화원면 청용리 573-4
464,전라남도,해남군,화원면,초동 마을회관,전라남도 해남군 화원면 초동길 23,전라남도 해남군 화원면 화봉리 571-1
465,전라남도,해남군,화원면,화봉 마을회관,전라남도 해남군 화원면 화봉길 93,전라남도 해남군 화원면 화봉리 89-5
466,전라남도,해남군,화원면,가마 마을회관,전라남도 해남군 화원면 질마가마길 248,전라남도 해남군 화원면 후산리 104
467,전라남도,해남군,화원면,온덕 마을회관,전라남도 해남군 화원면 매봉길 96,전라남도 해남군 화원면 후산리 1067-8
468,전라남도,해남군,화원면,질마 마을회관,전라남도 해남군 화원면 질마가마길 130-10,전라남도 해남군 화원면 후산리 237-4
469,전라남도,해남군,화원면,후포 마을회관,전라남도 해남군 화원면 후포길 45,전라남도 해남군 화원면 후산리 418-2
470,전라남도,해남군,화원면,송촌 마을회관,전라남도 해남군 화원면 송촌리길 5,전라남도 해남군 화원면 후산리 572
471,전라남도,해남군,황산면,내산 마을회관,전라남도 해남군 황산면 내산길 39,전라남도 해남군 황산면 관춘리 1063
472,전라남도,해남군,황산면,신성 마을회관,전라남도 해남군 황산면 신성길 114,전라남도 해남군 황산면 관춘리 168-1
473,전라남도,해남군,황산면,관춘 마을회관,전라남도 해남군 황산면 관춘길 183,전라남도 해남군 황산면 관춘리 368-1
474,전라남도,해남군,황산면,산동 마을회관,전라남도 해남군 황산면 산동길 31,전라남도 해남군 황산면 관춘리 646
475,전라남도,해남군,황산면,평덕 마을회관,전라남도 해남군 황산면 평덕길 106,전라남도 해남군 황산면 관춘리 894-1
476,전라남도,해남군,황산면,성만 마을회관,전라남도 해남군 황산면 성만큰길 121,전라남도 해남군 황산면 관춘리 산 83-16
477,전라남도,해남군,황산면,남리 마을회관,전라남도 해남군 황산면 남리길 182,전라남도 해남군 황산면 남리리 764-1
478,전라남도,해남군,황산면,신곡 마을회관,전라남도 해남군 황산면 부곡안길 30,전라남도 해남군 황산면 부곡리 100-4
479,전라남도,해남군,황산면,부곡 마을회관,전라남도 해남군 황산면 부곡안길 66-5,전라남도 해남군 황산면 부곡리 136-2
480,전라남도,해남군,황산면,성산 마을회관,전라남도 해남군 황산면 아리랑길 76-1,전라남도 해남군 황산면 부곡리 365-38
481,전라남도,해남군,황산면,춘정 마을회관,전라남도 해남군 황산면 춘정길 18,전라남도 해남군 황산면 부곡리 492-5
482,전라남도,해남군,황산면,소정 마을회관,전라남도 해남군 황산면 명량로 1112-6,전라남도 해남군 황산면 부곡리 695-4
483,전라남도,해남군,황산면,송호 마을회관,전라남도 해남군 황산면 송호마을길 39,전라남도 해남군 황산면 송호리 216-1
484,전라남도,해남군,황산면,만년 마을회관,전라남도 해남군 황산면 만년길 56,전라남도 해남군 황산면 송호리 385-6
485,전라남도,해남군,황산면,병온 마을회관,전라남도 해남군 황산면 연우길 335,전라남도 해남군 황산면 송호리 688-3
486,전라남도,해남군,황산면,연당 마을회관(신),전라남도 해남군 황산면 연당길 119,전라남도 해남군 황산면 연당리 198
487,전라남도,해남군,황산면,연당 마을회관(구),전라남도 해남군 황산면 연당길 47,전라남도 해남군 황산면 연당리 240-3
488,전라남도,해남군,황산면,덕암 마을회관,전라남도 해남군 황산면 덕암길 25,전라남도 해남군 황산면 연당리 35-1
489,전라남도,해남군,황산면,와등 마을회관(구),전라남도 해남군 황산면 와청길 24,전라남도 해남군 황산면 연호리 127-3
490,전라남도,해남군,황산면,연호 마을회관,전라남도 해남군 황산면 연호길 18,전라남도 해남군 황산면 연호리 406-1
491,전라남도,해남군,황산면,청룡 마을회관,전라남도 해남군 황산면 원금길 291,전라남도 해남군 황산면 연호리 496-6
492,전라남도,해남군,황산면,와등 마을회관(신),전라남도 해남군 황산면 행치길 57-1,전라남도 해남군 황산면 연호리 79-6
493,전라남도,해남군,황산면,연자 마을회관,전라남도 해남군 황산면 연우길 65,전라남도 해남군 황산면 연호리 산110-3
494,전라남도,해남군,황산면,옥동 마을회관,전라남도 해남군 황산면 장골길 40,전라남도 해남군 황산면 옥동리 115-3
495,전라남도,해남군,황산면,삼호 마을회관,전라남도 해남군 황산면 삼호길 54,전라남도 해남군 황산면 옥동리 206-4
496,전라남도,해남군,황산면,옥연 마을회관,전라남도 해남군 황산면 명량로 942-8,전라남도 해남군 황산면 옥동리 29-19
497,전라남도,해남군,황산면,초월 마을회관,전라남도 해남군 황산면 초월길 57,전라남도 해남군 황산면 외입리 36-1
498,전라남도,해남군,황산면,송청 마을회관,전라남도 해남군 황산면 외입길 196,전라남도 해남군 황산면 외입리 579-2
499,전라남도,해남군,황산면,외입 마을회관,전라남도 해남군 황산면 외입길 112,전라남도 해남군 황산면 외입리 908-1
500,전라남도,해남군,황산면,우항 마을회관,전라남도 해남군 황산면 우항길 60,전라남도 해남군 황산면 우항리 317-1
501,전라남도,해남군,황산면,관두 마을회관,전라남도 해남군 황산면 시등로 47-29,전라남도 해남군 황산면 우항리 35-7
502,전라남도,해남군,황산면,시등 마을회관,전라남도 해남군 황산면 시등로 122-10,전라남도 해남군 황산면 우항리 499-16
503,전라남도,해남군,황산면,기성 마을회관,전라남도 해남군 황산면 기성길 54,전라남도 해남군 황산면 우항리 573-1
504,전라남도,해남군,황산면,학동 마을회관,전라남도 해남군 황산면 학동마을길 267,전라남도 해남군 황산면 원호리 175-3
505,전라남도,해남군,황산면,교동 마을회관,전라남도 해남군 황산면 교동길 60,전라남도 해남군 황산면 원호리 324-3
506,전라남도,해남군,황산면,원호 마을회관,전라남도 해남군 황산면 명량로 2101-7,전라남도 해남군 황산면 원호리 639-4
507,전라남도,해남군,황산면,이목 마을회관(구),전라남도 해남군 황산면 용쇄골길 20,전라남도 해남군 황산면 일신리 29-37
508,전라남도,해남군,황산면,일신 마을회관,전라남도 해남군 황산면 일신길 106,전라남도 해남군 황산면 일신리 354-1
509,전라남도,해남군,황산면,이목 마을회관(신),전라남도 해남군 황산면 명량로 2385-4,전라남도 해남군 황산면 일신리 45-8
510,전라남도,해남군,황산면,징의 마을회관,전라남도 해남군 황산면 징의길 19,전라남도 해남군 황산면 한자리 1146
511,전라남도,해남군,황산면,신정 마을회관,전라남도 해남군 황산면 고천암로 1186,전라남도 해남군 황산면 한자리 226-15
512,전라남도,해남군,황산면,한자 마을회관,전라남도 해남군 황산면 한자길 34,전라남도 해남군 황산면 한자리 528-1
513,전라남도,해남군,황산면,산소 마을회관,전라남도 해남군 황산면 산소길 17,전라남도 해남군 황산면 한자리 619-4
514,전라남도,해남군,황산면,호동 마을회관,전라남도 해남군 황산면 호동리 133-5,전라남도 해남군 황산면 호동리 133-5
515,전라남도,해남군,황산면,한아 마을회관,전라남도 해남군 황산면 한아길 39,전라남도 해남군 황산면 호동리 477-2
516,전라남도,해남군,황산면,신흥 마을회관,전라남도 해남군 황산면 염수들길 38,전라남도 해남군 황산면 호동리 797-1
