읍면명,경로당명,경로당 주소,건축연도,부지면적,대표자,데이터기준일자
해남읍,LH아파트경로당,전라남도 해남군 해남읍 교육청길 41,2014,113.02,손정용,2022-03-31
해남읍,고도경로당,전라남도 해남군 해남읍 중앙2로 99-8,1998,103.28,이성경,2022-03-31
해남읍,고수경로당,전라남도 해남군 해남읍 고수길 28,1996,91.08,김정옥,2022-03-31
해남읍,공간아파트경로당,전라남도 해남군 해남읍 구교2길 42,2002,94.21,이봉림,2022-03-31
해남읍,관동경로당,전라남도 해남군 해남읍 읍관동길 55,1997,44.17,오주형,2022-03-31
해남읍,구교경로당,전라남도 해남군 해남읍 구교1길 22,1998,66.1,김정량,2022-03-31
해남읍,구교주공1차경로당,전라남도 해남군 해남읍 북부순환로 175,2003,173.88,민경수,2022-03-31
해남읍,구교주공2차경로당,전라남도 해남군 해남읍 구교3길 26,2002,56.27,모문현,2022-03-31
해남읍,기동경로당,전라남도 해남군 해남읍 기동길 210,2001,69,유재옥,2022-03-31
해남읍,길호경로당,전라남도 해남군 해남읍 길호길 53,1998,121.5,김점동,2022-03-31
해남읍,남동경로당,전라남도 해남군 해남읍 남동길 19-1,1996,68.55,이완탁,2022-03-31
해남읍,남송경로당,전라남도 해남군 해남읍 남송1길 19,1997,70.84,박재웅,2022-03-31
해남읍,남외경로당,전라남도 해남군 해남읍 남외1길 35,1996,87.07,배상율,2022-03-31
해남읍,남천경로당,전라남도 해남군 해남읍 남천길 38,1996,79.3,오복록,2022-03-31
해남읍,다우아파트경로당,전라남도 해남군 해남읍 동초길 15,2009,60,민경복,2022-03-31
해남읍,명지경로당,전라남도 해남군 해남읍 교육청길 26,2004,43.08,강윤빈,2022-03-31
해남읍,백두3차경로당,전라남도 해남군 해남읍 교육청길 23 (백두 3차 아파트),2020,81,이병채,2022-03-31
해남읍,백야경로당,전라남도 해남군 해남읍 백야길 28,1997,66,성주정,2022-03-31
해남읍,복평경로당,전라남도 해남군 해남읍 복평길 2,1996,82.47,김장옥,2022-03-31
해남읍,부호경로당,전라남도 해남군 해남읍 내사길 656,2000,56.02,김영균,2022-03-31
해남읍,부흥경로당,전라남도 해남군 해남읍 부흥길 72,1998,63,이병연,2022-03-31
해남읍,새시대아파트경로당,"전라남도 해남군 해남읍 구교2길 36, 상가동 2층 (새시대맨션)",2018,45.5,김인동,2022-03-31
해남읍,서성경로당,전라남도 해남군 해남읍 서성1길 18,1998,66.03,백형권,2022-03-31
해남읍,성내경로당,전라남도 해남군 해남읍 성내길 13,2001,43,민정신,2022-03-31
해남읍,성동경로당,전라남도 해남군 해남읍 성동1길 18,1989,87.3,박병억,2022-03-31
해남읍,성동여자경로당,전라남도 해남군 해남읍 성동1길 18,2014,39.36,백동심,2022-03-31
해남읍,성화누리안아파트경로당,전라남도 해남군 해남읍 해리3길 6 (성화누리안아파트),2014,189.1,강신복,2022-03-31
해남읍,송용경로당,전라남도 해남군 해남읍 용머리길 109,1997,75.9,김진석,2022-03-31
해남읍,수성1경로당,전라남도 해남군 해남읍 향교길 14,1998,42.78,박수흠,2022-03-31
해남읍,수성2경로당,전라남도 해남군 해남읍 북부순환로 126-7,1996,79.32,이해옥,2022-03-31
해남읍,수성여자경로당,전라남도 해남군 해남읍 수성2길 11-5,1991,79.3,이정순,2022-03-31
해남읍,신리경로당,전라남도 해남군 해남읍 내사길 558,1997,49.6,오재식,2022-03-31
해남읍,신명아파트 경로당,전라남도 해남군 해남읍 남동천길 100,2010,21,정정배,2022-03-31
해남읍,신안경로당,전라남도 해남군 해남읍 신안길 64-22,2001,67,장인덕,2022-03-31
해남읍,신안제일경로당,전라남도 해남군 해남읍 신안길 82,2019,67.7,방애정,2022-03-31
해남읍,안동경로당,전라남도 해남군 해남읍 안동길 24,1995,99.2,박종한,2022-03-31
해남읍,연동경로당,전라남도 해남군 해남읍 녹우당길 106-11,2000,78,박옥연,2022-03-31
해남읍,오천경로당,전라남도 해남군 해남읍 작오대길 27,1996,130.02,김명진,2022-03-31
해남읍,옥동경로당,전라남도 해남군 해남읍 읍옥동길 73,2001,82.8,안재근,2022-03-31
해남읍,온인경로당,전라남도 해남군 해남읍 온인길 36,1996,81.42,박윤수,2022-03-31
해남읍,용정경로당,전라남도 해남군 해남읍 용정길 7,1997,81.42,이영순,2022-03-31
해남읍,원정동경로당,전라남도 해남군 해남읍 원정동길 17,2009,76.41,배삼홍,2022-03-31
해남읍,월교경로당,전라남도 해남군 해남읍 응달길 22,2002,67,김유실,2022-03-31
해남읍,읍내경로당,전라남도 해남군 해남읍 천변2길 7,2010,53.2,최진수,2022-03-31
해남읍,장활경로당,전라남도 해남군 해남읍 내사길 508,1997,40,채정기,2022-03-31
해남읍,중앙경로당,전라남도 해남군 해남읍 홍교로 55-5,1996,76,장동심,2022-03-31
해남읍,코아루경로당,전라남도 해남군 해남읍 영빈로 81-17,2022,130.2,김남근,2022-03-31
해남읍,평남경로당,전라남도 해남군 해남읍 평남3길 5-8,2001,98.06,이하배,2022-03-31
해남읍,평동경로당,전라남도 해남군 해남읍 평동길 21,1989,59.5,김이남,2022-03-31
해남읍,하늘연가아파트경로당,"전라남도 해남군 해남읍 구교3길 37, 경로당동 (하늘연가가파트)",2014,115.83,이성우,2022-03-31
해남읍,학동경로당,전라남도 해남군 해남읍 읍학동길 20-3,1996,70,김승동,2022-03-31
해남읍,해남수성회경로당,전라남도 해남군 해남읍 수성2길 11-5,2006,79.3,윤덕현,2022-03-31
해남읍,해남읍분회경로당,전라남도 해남군 해남읍 서성1길 19,2005,180.75,주주원,2022-03-31
해남읍,해리경로당,전라남도 해남군 해남읍 북부순환로 57,1990,118.53,민경민,2022-03-31
해남읍,호천경로당,전라남도 해남군 해남읍 땅끝대로 45-30,2001,66,이해창,2022-03-31
삼산면,감당경로당,전라남도 해남군 삼산면 감당길 11,1997,71.22,이원진,2022-03-31
삼산면,계동경로당,전라남도 해남군 삼산면 계동길 1,1995,87.01,박용호,2022-03-31
삼산면,구림경로당,전라남도 해남군 삼산면 구림큰길 50,2000,91.29,김길배,2022-03-31
삼산면,금산경로당,전라남도 해남군 삼산면 금산큰길 33,1997,72.72,최정수,2022-03-31
삼산면,나범경로당,전라남도 해남군 삼산면 나범길 39,1994,90.31,조한기,2022-03-31
삼산면,농암경로당,전라남도 해남군 삼산면 농암길 20,1989,60.86,최용준,2022-03-31
삼산면,대흥경로당,전라남도 해남군 삼산면 대흥길 24,1997,44.62,양헌승,2022-03-31
삼산면,도토경로당,전라남도 해남군 삼산면 도토길 20-2,1993,61.75,서영자,2022-03-31
삼산면,매정경로당,전라남도 해남군 삼산면 매정길 16-6,1997,99.1,김동욱,2022-03-31
삼산면,목신경로당,전라남도 해남군 삼산면 목신길 46,1996,82.5,유채종,2022-03-31
삼산면,문화마을경로당,전라남도 해남군 삼산면 문화마을길 21,2021,112.49,조영일,2022-03-31
삼산면,봉학경로당,전라남도 해남군 삼산면 봉학길 85,1998,72.6,문종식,2022-03-31
삼산면,산림경로당,전라남도 해남군 삼산면 오소재로 774,1995,90,허광열,2022-03-31
삼산면,삼산면 장춘경로당,전라남도 해남군 삼산면 대흥사길 154,2019,132.36,서득종,2022-03-31
삼산면,삼산면분회경로당,전라남도 해남군 삼산면 고산로 534-5,1989,86.16,이광진,2022-03-31
삼산면,상가경로당,전라남도 해남군 삼산면 상가길 44,1998,66,한용덕,2022-03-31
삼산면,상금경로당,전라남도 해남군 삼산면 상금길 2,1995,66,김정옥,2022-03-31
삼산면,석당경로당,전라남도 해남군 삼산면 석당길 49-1,2003,82.95,신일안,2022-03-31
삼산면,송정경로당,전라남도 해남군 삼산면 송정길 15,2004,84.36,조건대,2022-03-31
삼산면,수림경로당,전라남도 해남군 삼산면 수림길 10-3,1997,78.2,장기상,2022-03-31
삼산면,시등경로당,전라남도 해남군 삼산면 시등안길 27,1997,73.32,안재현,2022-03-31
삼산면,신금경로당,전라남도 해남군 삼산면 신금길 29,1997,125.75,김양소,2022-03-31
삼산면,신기경로당,전라남도 해남군 삼산면 신기큰길 24,1993,103.5,이신열,2022-03-31
삼산면,신리경로당,전라남도 해남군 삼산면 충리길 37,1997,89.35,주종덕,2022-03-31
삼산면,신활경로당,전라남도 해남군 삼산면 신활길 11,1998,118.8,나상수,2022-03-31
삼산면,신흥경로당,전라남도 해남군 삼산면 신흥길 56,1993,82.5,박차석,2022-03-31
삼산면,옹암경로당,전라남도 해남군 삼산면 옹암길 17,1995,102.36,마내송,2022-03-31
삼산면,용두경로당,전라남도 해남군 삼산면 용두길 40,1995,71.13,윤중하,2022-03-31
삼산면,용전경로당,전라남도 해남군 삼산면 용전큰길 18,1997,66.24,허동채,2022-03-31
삼산면,원진경로당,전라남도 해남군 삼산면 원진길 24,1996,59.94,김주일,2022-03-31
삼산면,저산경로당,전라남도 해남군 삼산면 저산길 26,1998,49.05,황인정,2022-03-31
삼산면,중리경로당,전라남도 해남군 삼산면 중리큰길 46,1998,67.2,김태순,2022-03-31
삼산면,창리경로당,전라남도 해남군 삼산면 방축큰길 104,1998,76.38,이정헌,2022-03-31
삼산면,충리경로당,전라남도 해남군 삼산면 충리길 121,1997,98.08,임정애,2022-03-31
삼산면,평활경로당,전라남도 해남군 삼산면 평활길 24,1999,70.1,박종희,2022-03-31
삼산면,항리경로당,전라남도 해남군 삼산면 항리길 51,2002,69.44,이제국,2022-03-31
삼산면,화내경로당,전라남도 해남군 삼산면 화내큰길 46,1997,98.04,홍남표,2022-03-31
화산면,가장경로당,전라남도 해남군 화산면 가장길 28,2001,88.92,윤양남,2022-03-31
화산면,가좌경로당,전라남도 해남군 화산면 고천암로 410,2001,81.9,전준학,2022-03-31
화산면,갑길경로당,전라남도 해남군 화산면 갑길리길 53,2000,64.8,이용,2022-03-31
화산면,경도경로당,전라남도 해남군 화산면 경도길 56,2001,54.72,김복산,2022-03-31
화산면,관동경로당,전라남도 해남군 화산면 풍혈길 261,1989,68.99,김학석,2022-03-31
화산면,구성경로당,전라남도 해남군 화산면 구성리길 2,1998,98.28,서상임,2022-03-31
화산면,남부경로당,전라남도 해남군 화산면 송평로 575 (화산남부노인복지관),2013,111,이행록,2022-03-31
화산면,대지경로당,전라남도 해남군 화산면 대지큰길 59,2000,84.84,정규훈,2022-03-31
화산면,마명경로당,전라남도 해남군 화산면 화산초길 6-5,2001,60.31,명석병,2022-03-31
화산면,명금경로당,전라남도 해남군 화산면 명금길 17,1993,69.2,성수열,2022-03-31
화산면,명성경로당,전라남도 해남군 화산면 명성길 114,1978,78.05,김인봉,2022-03-31
화산면,무학경로당,전라남도 해남군 화산면 무학길 115,2001,69.48,임완배,2022-03-31
화산면,방축경로당,전라남도 해남군 화산면 방축길 43,1993,82.8,박종기,2022-03-31
화산면,봉저경로당,전라남도 해남군 화산면 봉저길 28,1998,65.78,이호배,2022-03-31
화산면,부길경로당,전라남도 해남군 화산면 부길리길 50,1998,67.1,박병욱,2022-03-31
화산면,사포경로당,전라남도 해남군 화산면 사포길 58,1989,76.3,권영록,2022-03-31
화산면,상마경로당,전라남도 해남군 화산면 삼마리 127,2009,62.6,박진배,2022-03-31
화산면,서부경로당,전라남도 해남군 화산면 무학길 2,1989,59.5,김진호,2022-03-31
화산면,석전경로당,전라남도 해남군 화산면 석전길 8-1,1998,66.6,김명옥,2022-03-31
화산면,석정경로당,전라남도 해남군 화산면 석정길 42,2001,64.8,박동식,2022-03-31
화산면,선창경로당,전라남도 해남군 화산면 선창길 9,2001,68,김주현,2022-03-31
화산면,송계경로당,전라남도 해남군 화산면 송계길 132-12,2002,66.11,황인숙,2022-03-31
화산면,송산경로당,전라남도 해남군 화산면 송산리길 43,1992,72,채수남,2022-03-31
화산면,송평경로당,전라남도 해남군 화산면 송평1길 7,1997,66.3,김광배,2022-03-31
화산면,시목경로당,전라남도 해남군 화산면 감낭골길 11,2001,61.3,박병춘,2022-03-31
화산면,신풍경로당,전라남도 해남군 화산면 신풍길 25,2001,71.82,이동식,2022-03-31
화산면,안정경로당,전라남도 해남군 화산면 안정길 33,1991,66.1,이근옥,2022-03-31
화산면,연곡경로당,전라남도 해남군 화산면 연곡길 85,1991,66.11,박정식,2022-03-31
화산면,연곡여자경로당,전라남도 해남군 화산면 연곡길 65-11,2018,76.54,전수인,2022-03-31
화산면,연정경로당,전라남도 해남군 화산면 연정길 69-4,2001,99.2,권정호,2022-03-31
화산면,용덕경로당,전라남도 해남군 화산면 용덕길 63-3,2001,86.34,윤규봉,2022-03-31
화산면,월호경로당,전라남도 해남군 화산면 월호길 9-14,2001,60.5,박일수,2022-03-31
화산면,율동경로당,전라남도 해남군 화산면 율동길 1,2001,63,윤배현,2022-03-31
화산면,은산경로당,전라남도 해남군 화산면 은산길 46,2001,64.5,최상기,2022-03-31
화산면,재동경로당,전라남도 해남군 화산면 재동길 9,2001,63.5,현인호,2022-03-31
화산면,좌일경로당,전라남도 해남군 화산면 좌일길 115,2002,65.5,채병원,2022-03-31
화산면,주천경로당,전라남도 해남군 화산면 주천길 55,2001,64.5,박재수,2022-03-31
화산면,중마경로당,전라남도 해남군 화산면 삼마리 산 175번지,2013,67.2,배태문,2022-03-31
화산면,중앙경로당,전라남도 해남군 화산면 송평로 25-7,1989,53.88,신복균,2022-03-31
화산면,중정경로당,전라남도 해남군 화산면 중정길 42,2001,62.4,이선룡,2022-03-31
화산면,탄동경로당,전라남도 해남군 화산면 탄동길 83,2001,66.5,이병복,2022-03-31
화산면,평발경로당,전라남도 해남군 화산면 평발길 27,2001,79.34,임병두,2022-03-31
화산면,하마경로당,전라남도 해남군 화산면 하마길 21,2013,58.4,전복이,2022-03-31
화산면,해창경로당,전라남도 해남군 화산면 해창길 42,2007,134.64,오일영,2022-03-31
화산면,호동경로당,전라남도 해남군 화산면 월율길 83-31,2003,68.2,김병일,2022-03-31
화산면,화산관동여자경로당,전라남도 해남군 화산면 풍혈길 259,2014,103.2,이경진,2022-03-31
화산면,화산면분회경로당,전라남도 해남군 화산면 송평로 21-6,1989,154,채홍기,2022-03-31
화산면,화산중앙여자경로당,전라남도 해남군 화산면 송평로 7-1,2009,59.5,박종례,2022-03-31
화산면,흑석경로당,전라남도 해남군 화산면 흑석리길 65,1998,72,윤경현,2022-03-31
현산면,경수경로당,전라남도 해남군 현산면 백방산길 318,2001,106.17,오동주,2022-03-31
현산면,고현경로당,전라남도 해남군 현산면 고현길 41,1996,34.47,장인조,2022-03-31
현산면,공북경로당,전라남도 해남군 현산면 탑동리길 119,2002,89.48,서남주,2022-03-31
현산면,구산경로당,전라남도 해남군 현산면 구산길 8-1,2001,82,박기남,2022-03-31
현산면,금제경로당,전라남도 해남군 현산면 금제길 34,2001,82,김일용,2022-03-31
현산면,덕흥경로당,전라남도 해남군 현산면 덕흥길 12,2002,66,김양임,2022-03-31
현산면,두모경로당,전라남도 해남군 현산면 백포리 716-1,1993,136.11,조장수,2022-03-31
현산면,만안경로당,전라남도 해남군 현산면 만안길 5,1997,119.13,정회상,2022-03-31
현산면,매화경로당,전라남도 해남군 현산면 매화길 49-9,2001,171.8,조귀영,2022-03-31
현산면,방두경로당,전라남도 해남군 현산면 방두길 14-9,2001,72,장철규,2022-03-31
현산면,백방경로당,전라남도 해남군 현산면 신방리길 38,1991,66.1,이종채,2022-03-31
현산면,백포경로당,전라남도 해남군 현산면 백포길 138,1996,66.96,윤다현,2022-03-31
현산면,봉동경로당,전라남도 해남군 현산면 봉동길 211,2001,66,박영애,2022-03-31
현산면,봉림경로당,전라남도 해남군 현산면 봉림길 5,2001,66,안용,2022-03-31
현산면,분토경로당,전라남도 해남군 현산면 분토길 76,2002,66.1,박삼택,2022-03-31
현산면,상구시경로당,전라남도 해남군 현산면 고산로 1340,2002,66,이형균,2022-03-31
현산면,성묘경로당,전라남도 해남군 현산면 고담길 25,1994,134.7,김정일,2022-03-31
현산면,송촌경로당,전라남도 해남군 현산면 월송리 753-1,2002,66,문양주,2022-03-31
현산면,시등남자경로당,전라남도 해남군 현산면 시등리길 41-15,1989,82.6,박정복,2022-03-31
현산면,신방여자경로당,전라남도 해남군 현산면 신방리길 38,2009,141.94,박해자,2022-03-31
현산면,신풍경로당,전라남도 해남군 현산면 신풍리길 56,2001,65.1,김소차,2022-03-31
현산면,애향정경로당,전라남도 해남군 현산면 월송리 1174호,1989,54,김장원,2022-03-31
현산면,용미유선정경로당,전라남도 해남군 현산면 하구시길 7,1995,87.25,김옥섭,2022-03-31
현산면,원진경로당,전라남도 해남군 현산면 원학길 79,2001,80.18,이정단,2022-03-31
현산면,월송경로당,전라남도 해남군 현산면 월송길 16,2001,48.4,김준옥,2022-03-31
현산면,읍호경로당,전라남도 해남군 현산면 읍호길 25,1991,64.8,김이칠,2022-03-31
현산면,일평경로당,전라남도 해남군 현산면 일평길 10,2001,205.55,김홍심,2022-03-31
현산면,장등경로당,전라남도 해남군 현산면 장등길 91,1998,34,최정호,2022-03-31
현산면,조산경로당,전라남도 해남군 현산면 입제길 215-4,1996,59.8,추영호,2022-03-31
현산면,증산경로당,전라남도 해남군 현산면 월금길 333,2001,72,오순희,2022-03-31
현산면,초호경로당,전라남도 해남군 현산면 초호길 48-4,1996,145.86,윤개하,2022-03-31
현산면,탑동경로당,전라남도 해남군 현산면 탑동리길 70,2001,72,나도성,2022-03-31
현산면,학의경로당,전라남도 해남군 현산면 선비길 149,2001,67.32,최경동,2022-03-31
현산면,현산면분회경로당,전라남도 해남군 현산면 탑동리길 21,1998,63.27,이옥용,2022-03-31
현산면,현산시등여자경로당,전라남도 해남군 현산면 시등리길 26-1,2001,30,김상엽,2022-03-31
현산면,현산여자경로당,전라남도 해남군 현산면 탑동리길 21-1,1995,54,이정자,2022-03-31
현산면,황산경로당,전라남도 해남군 현산면 황산리길 29,1997,82.6,신성균,2022-03-31
현산면,황산여자경로당,전라남도 해남군 현산면 황산리길 29,2014,82.6,박화자,2022-03-31
송지면,(사)대한노인회 송지분회 강남경로당,전라남도 해남군 송지면 강남길 76,2001,106.58,정영욱,2022-03-31
송지면,가차경로당,전라남도 해남군 송지면 가차길 84,1996,114.98,박용웅,2022-03-31
송지면,군안경로당,전라남도 해남군 송지면 군안길 20,1998,72.72,문영순,2022-03-31
송지면,금강경로당,전라남도 해남군 송지면 금강길 3,1990,57,엄승자,2022-03-31
송지면,내장경로당,전라남도 해남군 송지면 내장길 173,2000,96,윤동익,2022-03-31
송지면,대죽경로당,전라남도 해남군 송지면 대죽길 94,1997,109.12,최운기,2022-03-31
송지면,동현경로당,전라남도 해남군 송지면 동현길 16,1996,115,정권조,2022-03-31
송지면,땅끝경로당,전라남도 해남군 송지면 땅끝마을길 82,2002,142,김유복,2022-03-31
송지면,마봉경로당,전라남도 해남군 송지면 마봉길 41,2000,104.44,박종욱,2022-03-31
송지면,마봉달마경로당,전라남도 해남군 송지면 마봉길 41,2015,69,한정남,2022-03-31
송지면,만호경로당,전라남도 해남군 송지면 어란4길 2-1,2009,40.73,박춘례,2022-03-31
송지면,미야경로당,전라남도 해남군 송지면 미야안길 139,1989,99.72,정효성,2022-03-31
송지면,미야장수경로당,전라남도 해남군 송지면 미야안길 140,2012,136.16,박화자,2022-03-31
송지면,미학경로당,전라남도 해남군 송지면 미학길 35,1998,106.75,김경순,2022-03-31
송지면,박정경로당,전라남도 해남군 송지면 학가1길 219-10,2009,66.11,김경열,2022-03-31
송지면,방처경로당,전라남도 해남군 송지면 군곡길 134,1995,57.75,이형배,2022-03-31
송지면,부평경로당,전라남도 해남군 송지면 부평길 26,2002,79.06,김병선,2022-03-31
